"ViolationID","Symbol","DisposalDate","DeclareDate","ShortName","CoFullName","Promulgator","FileName","DocumentNumber","Supervisor","ViolationType","ViolationTypeID","Law","ViolationYear","Activity","PunishmentMeasure","SumPenalty","IsViolated","PunishmentType","PunishmentTypeID","Penalty"
"40216447","002512","2026-02-27","2026-02-27","达华智能","福州达华智能科技股份有限公司","上市公司","关于收到中国证券监督管理委员会福建监管局《行政处罚事先告知书》的公告","闽证监函【2026】110号","其他(福建证监局)","重大遗漏、其他;重大遗漏、其他;重大遗漏、其他;虚假记载(误导性陈述)、重大遗漏、其他","P2505、P2599;P2505、P2599;P2505、P2599;P2503、P2505、P2599","违反《证券法》第七十八条第一款、第八十条第一款的规定,违反《证券法》第七十八条第二款的规定,违反《证券法》第八十二条第三款的规定。","2021;2022;2023;2024","福州达华智能科技股份有限公司、陈融圣、张高利、王景雨、曾忠诚、黄启清:福州达华智能科技股份有限公司(以下简称达华智能或公司)涉嫌信息披露违法违规案,已由我局调查完毕,我局依法拟对你们作出行政处罚。现将我局拟对你们作出行政处罚所根据的违法事实、理由、依据以及你们享有的相关权利予以告知。经查明,你们涉嫌违法事实如下:一、达华智能未按规定披露重大合同及其履行进展情况2021年12月2日,达华智能控股子公司福建福米科技有限公司(以下简称福米科技)与昆山之奇美材料贸易有限公司(现更名为昆山恒瑄贸易有限公司,以下简称昆山之奇美)签订《福建福米科技有限公司福美显材贴合项目设备买卖合同》(以下简称《福美合同》),约定福米科技向昆山之奇美采购偏光板自动贴合机与玻璃基板洗净机,合同总金额794,990,000元,占公司最近一期经审计净资产的58.57%。2023年8月15日,双方签订补充协议,约定解除《福美合同》。根据《中华人民共和国证券法》(以下简称《证券法》)第八十条第一款、第二款第三项与第十二项以及《上市公司信息披露管理办法》(证监会令第182号)第二十二条第一款与第二款第一项、第二十五条、第二十六条第一款等规定,达华智能应当及时披露上述重大合同及其履行进展情况,但公司至今未披露。二、达华智能2021年至2023年年度报告存在重大遗漏达华智能未在2021年至2023年年度报告中披露上述重大合同及其履行进展情况,不符合《证券法》第七十八条第二款以及《公开发行证券的公司信息披露内容与格式准则第2号-一年度报告的内容与格式(2021年修订)》(证监会公告〔2021〕15号)第五十五条第四项、第五十七条等规定。三、达华智能2023年年度报告存在虚假记载达华智能2023年在尚未转移子公司中山市德晟融资租赁有限公司(现更名为中山德智企业管理有限公司)、青岛融佳安全印务有限公司(现更名为青岛融佳不动产管理服务有限公司,以下简称青岛融佳)控制权的情况下提前确认两家子公司处置收益,造成达华智能2023年年度报告虚增利润61,116,316.18元,占公司披露的当期利润总额绝对值的17.33%。达华智能福米产业园福美显材贴合项目未及时结转固定资产、福米模组项目未能正确核算工程停工与土地出售事项,造成达华智能2023年年度报告虚增利润24,645,844.46元,占公司披露的当期利润总额绝对值的6.99%。上述事项造成达华智能2023年年度报告累计虚增利润85,762,160.64元,占公司披露的当期利润总额绝对值的24.32%,不符合《证券法》第七十八条第二款的规定。2025年1月27日,达华智能披露了《关于前期会计差错更正及追溯调整的公告》,对上述虚增利润事项作出差错更正。陈融圣作为时任达华智能董事长、总经理,签署案涉重大合同及补充协议,未组织公司及时披露重大合同及其履行进展情况并在相关年度报告中披露,未组织公司对子公司处置与福米产业园相关项目准确进行财务核算。陈融圣签字保证2021年至2023年年度报告真实、准确、完整,未能勤勉尽责,是达华智能未按规定披露重大合同及其履行进展情况、2021年与2022年年度报告存在重大遗漏、2023年年度报告存在重大遗漏与虚假记载的直接负责的主管人员。张高利作为时任达华智能董事、副总经理、董事会秘书,分管子公司福米科技,未组织和协调公司及时披露案涉重大合同及其履行进展情况并在相关年度报告中披露,作为时任福米科技财务总监未对福米产业园相关项目准确进行财务核算。张高利签字保证2021年至2023年年度报告真实、准确、完整,未能勤勉尽责,是达华智能未按规定披露重大合同及其履行进展情况、2021年与2022年年度报告存在重大遗漏、2023年年度报告存在重大遗漏与虚假记载的直接负责的主管人员。王景雨作为时任达华智能董事、财务总监,知悉或应当知悉案涉重大合同及其履行进展情况但未督促公司在相关年度报告中披露,未对子公司处置与福米产业园相关项目准确进行财务核算。王景雨签字保证2021年至2023年年度报告真实、准确、完整,未能勤勉尽责,是达华智能2021年与2022年年度报告存在重大遗漏、2023年年度报告存在重大遗漏与虚假记载的直接负责的主管人员。曾忠诚作为时任达华智能董事、总经理,知悉案涉重大合同及其履行进展情况但未督促公司在相关年度报告中披露,未组织公司对子公司处置与福米产业园相关项目准确进行财务核算。曾忠诚签字保证2022年、2023年年度报告真实、准确、完整,未能勤勉尽责,是达华智能2022年年度报告存在重大遗漏、2023年年度报告存在重大遗漏与虚假记载的直接负责的主管人员。黄启清作为时任达华智能独立董事兼审计委员会主任委员,在审阅年度报告过程中关注到达华智能2023年对子公司青岛融佳处置事项,但未对该事项的会计处理是否准确作出专业审慎的判断。黄启清签字保证2023年年度报告真实、准确、完整,未能勤勉尽责,是达华智能2023年年度报告存在虚假记载的其他直接责任人员。","根据当事人违法行为的事实、性质、情节与社会危害程度,依据《证券法》第一百九十七条第二款的规定,我局拟决定:一、对福州达华智能科技股份有限公司责令改正,给予警告,并处以600万元罚款;二、对陈融圣给予警告,并处以350万元罚款;三、对张高利给予警告,并处以280万元罚款;四、对王景雨给予警告,并处以250万元罚款;五、对曾忠诚给予警告,并处以220万元罚款;六、对黄启清给予警告,并处以80万元罚款。","17800000.00","Y","警告,罚款,其他","P2602,P2604,P2699","6000000.00"
"40217086","002538","2026-03-27","2026-03-27","司尔特","安徽省司尔特肥业股份有限公司","上市公司","关于公司及相关当事人收到中国证监会安徽监管局《行政监管措施决定书》的公告","〔2026〕15号","其他(安徽证监局)","占用公司资产;占用公司资产;占用公司资产;占用公司资产;虚假记载(误导性陈述);虚假记载(误导性陈述)、占用公司资产、其他","P2510;P2510;P2510;P2510;P2503;P2503、P2510、P2599","不符合《上市公司监管指引第2号一上市公司募集资金管理和使用的监管要求》(证监会公告(2012)44号)第五条的规定,违反了《上市公司信息披露管理办法》(证监会令第40号)第二条第一款的规定,不符合《关于规范上市公司与关联方资金往来及上市公司对外担保若干问题的通知》(证监发(2003)56号)第一条第二款第一项的规定,违反了《上市公司信息披露管理办法》第二条第一款的规定,不符合《上市公司监管指引第8号一上市公司资金往来、对外担保的监管要求》第三条的规定,违反了《上市公司信息披露管理办法》第二条第一款的规定,不符合《上市公司治理准则》(证监发(2002)1号)第十四条、《上市公司治理准则》(证监会公告(2018)29号)第三条第二款、第七条第一款、第六十五条的规定,违反了《上市公司信息披露管理办法》第二条第一款、第四十八条的规定。","2016;2017;2018;2019;2025;N/A","经查,我局发现安徽省司尔特肥业股份有限公司(以下简称司尔特)存在以下违规问题:(一)违规使用非公开发行募集资金。2016年至2019年期间司尔特违规使用非公开发行募集资金合计115,311,669元,违规使用过程中造成损失33,014,648.18元、导致关联方安徽省宁国农业生产资料有限公司(以下简称宁国农资)非经营性占用上市公司资金36,806,312.12元。(二)向关联方违规拆借资金且信息披露不准确。司尔特子公司安徽省鑫宏大健康产业管理有限公司(以下简称鑫宏大健康)托管宣城东晨健康产业管理有限公司(以下简称东晨健康)期间,司尔特时任董事长金国清隐瞒其持有东晨健康股份情况,导致相关信息披露不准确,同时鑫宏大健康以托管名义向东晨健康提供借款,导致关联方东晨健康非经营性占用上市公司资金1.1亿元,目前仍有3,200万元未归还。(三)定期报告披露不准确。司尔特因虚构工程建设项目、收入成本等导致上市公司2024年及部分以前年度收入、成本、固定资产等数据不准确,相关年度定期报告信息披露不准确。四)公司治理、内部控制不完善。司尔特存在重大事项审议决策程序不到位、未采取有效措施防止股东及其他关联方占用或者转移公司资金、与时任董事李刚的关联交易未经关联交易审议程序等行为。","根据《证券法》第一百七十条第二款、《上市公司信息披露管理办法》第五十九条、《上市公司监管指引第8号一上市公司资金往来、对外担保的监管要求》第二十三条的相关规定对司尔特、宁国农资、东晨健康采取责令改正的行政监管措施。","","Y","其他","P2699",""
"40217087","002538","2026-03-27","2026-03-27","司尔特","安徽省司尔特肥业股份有限公司","上市公司","关于公司及相关当事人收到中国证监会安徽监管局《行政处罚及市场禁入事先告知书》的公告","处罚字〔2026〕1号","其他(安徽证监局)","虚构利润、虚列资产、虚假记载(误导性陈述)、其他;虚构利润、虚假记载(误导性陈述)、其他","P2501、P2502、P2503、P2599;P2501、P2503、P2599","违反《中华人民共和国证券法》(以下简称《证券法》)第七十八条第二款的规定。","2022;2024","经查明,司尔特等涉嫌违法的事实如下:一、虚构工程建设业务,导致2021年、2023年年报存在虚假记载2021年,司尔特全资子公司贵州路发实业有限公司(以下简称贵州路发)与陕西某杰建设集团有限公司开阳分公司编制虚假的台车掘进合同及结算单,虚构台车掘进业务。贵州路发支付工程款34,704,330.19元,会计核算时通过长期待摊费用分年度摊销至营业成本。贵州路发与浙江某巷建工集团有限公司(以下简称浙江某巷)、温州某泰建设工程有限公司(以下简称温州某泰)、福建某辉建设集团有限公司(以下简称福建某辉)等3家公司签订工程建设合同。上述3家公司未向贵州路发提供工程业务服务,为虚假工程建设业务。贵州路发支付31,202,311.57元,会计核算时将温州某泰、福建某辉相关工程业务在2021年计入营业成本,将浙江某巷相关工程业务通过长期待摊费用分年度摊销至营业成本。上述事项导致司尔特2021年虚增资产45,804,036.78元,虚增利润总额45,804,036.78元。此外,上述工程建设业务在会计核算时,通过长期待摊费用进行分年度摊销,导致司尔特2023年虚增营业成本17,348,548.49元,虚减利润总额17,348,548.49元。二、虚假尿素采购及有机肥销售,导致2021年年报存在虚假记载司尔特向安徽某合农资有限公司、凤阳县某顺农资有限公司虚假采购尿素,虚增营业成本18,960,270.89元。司尔特全资子公司安徽省司尔特生态农业科技有限公司向景德镇市某丰农资有限公司、宣城市某信农资经营部等17家经销商虚假销售有机肥,虚增营业收入9,502,925.00元。上述虚假尿素采购及有机肥销售业务导致司尔特虚减2021年利润总额9,457,345.89元。综上,司尔特通过开展虚假工程建设业务、尿素采购及有机肥销售业务,虚增或虚减利润总额,导致司尔特披露的2021年年报、2023年年报存在虚假记载。其中,2021年度虚增利润总额36,346,690.89元,占当期披露利润总额的6.76%;2023年虚减利润总额17,348,548.49元,占当期披露利润总额的10.35%。上述违法事实,有相关公告、合同、银行流水、财务资料、情况说明、询问笔录等证据证明。依据《证券法》第八十二条第三款的规定,发行人的董事、监事和高级管理人员应当保证所披露的信息真实、准确、完整。金国清时任司尔特董事长,决策、组织司尔特实施虚假尿素采购及有机肥销售业务,直接导致司尔特2021年年报存在虚假记载,系直接负责的主管人员。金政辉时任司尔特总经理、贵州路发总指挥长,决策、组织贵州路发开展虚假工程建设业务,直接导致司尔特2021年、2023年年报存在虚假记载,系直接负责的主管人员。方君时任司尔特副总经理、贵州路发指挥部顾问,知悉贵州路发虚假工程建设事项,实施虚假尿素采购及有机肥销售回款事项,签字保证司尔特2021年年报真实、准确、完整,系直接负责的主管人员。文继兵时任司尔特副总经理,分管销售工作,实施虚假尿素采购及有机肥销售事项,安排虚假尿素供应商及布置销售部门进行虚假有机肥销售,签字保证司尔特2021年年报真实、准确、完整,系直接负责的主管人员。黄席利时任贵州路发财务总监、司尔特审计部部长,参与贵州路发虚假工程建设业务,对接第三方虚构合同及对应的结算单等材料,与司尔特2021年、2023年年报虚假记载存在直接关联,系其他直接责任人员。马磊时任司尔特办公室科长、销售生产调度中心主任,参与司尔特虚假尿素采购及有机肥销售事项,对接联系虚假尿素供应商,要求销售人员联系有机肥客户进行虚假销售,与司尔特2021年年报虚假记载存在直接关联,系其他直接责任人员。姚静时任司尔特财务部部长、财务副总监,参与设计虚假尿素采购及有机肥销售回款方案,参与虚假尿素采购资金回流的资金管理事项,与司尔特2021年年报虚假记载存在直接关联,系其他直接责任人员。","根据当事人违法行为的事实、性质、情节与社会危害程度,依据《证券法》第一百九十七条第二款的规定,我局拟决定:一、对安徽省司尔特肥业股份有限公司责令改正,给予警告,并处以600万元罚款;二、对金国清、金政辉给予警告,并分别处以300万元罚款;三、对方君给予警告,并处以200万元罚款;四、对文继兵、黄席利给予警告,并分别处以150万元罚款;五、对马磊、姚静给予警告,并分别处以80万元罚款。金国清时任司尔特董事长,决策、组织司尔特实施虚假尿素采购及有机肥销售业务,金政辉时任司尔特总经理、贵州路发总指挥长,决策、组织贵州路发开展虚假工程建设业务,违法情节严重。依据《证券法》第二百二十一条和《证券市场禁入规定》(证监会令第185号)第三条第一项、第四条第一款第一项、第五条和第七条第一款的规定,我局拟决定:对金国清、金政辉采取5年证券市场禁入措施。","18600000.00","Y","警告,罚款,其他","P2602,P2604,P2699","6000000.00"
"40217322","002617","2026-03-27","2026-03-27","露笑科技","露笑科技股份有限公司","其他(中国证监会浙江监管局)","关于对中审众环会计师事务所(特殊普通合伙)及注册会计师胡永波、潘佳勇采取出具警示函措施的决定","","其他(浙江证监局)","其他","P2599","不符合《中国注册会计师审计准则第1211号——重大错报风险的识别和评估》(2022)第三十一条、《中国注册会计师审计准则第1131号——审计工作底稿》(2022)第十条和《中国注册会计师审计准则第1301号——审计证据》(2022)第十条的规定,不符合《中国注册会计师审计准则第1131号——审计工作底稿》(2022)第十条,《中国注册会计师审计准则第1312号——函证》(2010)第十四条、第十九条、第二十一条的规定,不符合《中国注册会计师审计准则第1301号——审计证据》(2022)第十条的规定,不符合《中国注册会计师审计准则第1131号——审计工作底稿》(2022)第十条、《中国注册会计师审计准则第1301号——审计证据》(2022)第十条和《中国注册会计师审计准则第1314号——审计抽样》(2010)第十六条的规定,不符合《中国注册会计师审计准则第1301号——审计证据》(2022)第十条和《中国注册会计师审计准则第1323号——关联方》(2022)第二十四条、第二十五条的规定,不符合《中国注册会计师审计准则第1131号——审计工作底稿》(2022)第十条和《中国注册会计师审计准则第1301号——审计证据》(2022)第十条的规定,不符合《中国注册会计师审计准则第1301号——审计证据》(2022)第十一条、第十二条的规定,不符合《中国注册会计师审计准则第1131号——审计工作底稿》(2022)第十条的规定,违反了《上市公司信息披露管理办法》(证监会令第182号)第四十五条、第四十六条的规定。","2025","中审众环会计师事务所(特殊普通合伙)、胡永波、潘佳勇:经查,你们在露笑科技股份有限有限公司2024年财务报表审计、内部控制审计项目(文号:众环审字(2025)0300257号、众环审字(2025)0300258号)中存在以下问题:一、控制测试程序执行不到位一是未对存货盘点、固定资产盘点等重要关键控制执行穿行测试和控制测试。二是未关注到个别穿行测试结果存在异常的情况。二、函证程序执行不到位一是未见函证的选样过程;二是对部分回函地址与发函地址未进行核对;三是未关注部分回函不符事项;四是对部分未回函事项未进行替代测试。三、对外投资审计程序执行不到位一是未对个别高估值投资的合理性进行分析;二是未对个别投资项目收益确认依据的充分性进行分析;三是未关注个别投资项目的异常情形。四、固定资产及在建工程审计程序不到位 一是未对部分工程项目总体造价和单位造价进行分析,未对单位造价与同行业进行比对分析;二是对个别子公司固定资产进行查验时,选取的样本比例较低,未记录选样过程;三是对个别子公司与工程及设备供应商之间的大额资金退回未进行相关分析说明。五、预付账款及应付账款审计程序不到位一是未见与个别关联方的采购合同,且未对采购价格公允性进行分析;二是未关注个别预付款项实际付款方与账面记录不一致。六、收入审计程序执行不到位一是未对个别业务的业务模式进行说明,且未结合同行业业务模式进行分析;二是未见部分子公司营业收入截止测试相关的原始单据。七、成本审计程序执行不到位个别子公司的成本未进行分类分析,且未对成本计算和结转过程进行复核分析。八、利用专家工作程序执行不到位未对专家工作中的关键假设和参数的合理性进行复核分析。 九、审计底稿存在错误和遗漏部分审计底稿编制缺乏逻辑,存在记录错误和遗漏。胡永波、潘佳勇作为签字注册会计师,对上述相关行为应承担主要责任。","按照《上市公司信息披露管理办法》(证监会令第182号)第五十五条的规定,我局决定对中审众环会计师事务所(特殊普通合伙)、胡永波、潘佳勇采取出具警示函的监督管理措施。","","N","","",""
"40215808","002719","2026-02-03","2026-02-03","麦趣尔","麦趣尔集团股份有限公司","深圳证券交易所","关于对麦趣尔集团股份有限公司的监管函","公司部监管函〔2026〕第15号","深圳证券交易所","推迟披露","P2504","违反了本所《股票上市规则(2025年修订)》第1.4条、第2.1.1条第一款、第7.5.4条第一款的规定。","2026","麦趣尔集团股份有限公司董事会:经查明,你公司至迟于2026年1月4日知悉你公司债权人向昌吉回族自治州中级人民法院申请对你公司进行破产清算事项,但你公司未及时履行信息披露义务,迟至2026年1月28日才披露《关于公司被债权人申请破产清算的提示性公告》。","出具监管函。","","Y","其他","P2699",""
"40217364","002736","2026-03-26","2026-03-26","国信证券","国信证券股份有限公司","其他(中国证监会重庆监管局)","关于对国信证券股份有限公司采取出具警示函措施的决定","","(重庆证监局)","其他","P2599","违反了《公司债券发行与交易管理办法》(证监会令第113号)第七条、《公司债券发行与交易管理办法》(证监会令第180号)第六条第一款的规定。","N/A","国信证券股份有限公司:经查,你公司作为公司债券受托管理人,存在未勤勉尽责履行债券募集资金使用监督职责的情形。","根据《公司债券发行与交易管理办法》(证监会令第113号)第五十八条、《公司债券发行与交易管理办法》(证监会令第180号)第六十八条的规定,我局决定对你公司采取出具警示函的行政监管措施。","","Y","其他","P2699",""
"40216444","002789","2026-02-27","2026-02-28","*ST 建艺","深圳市建艺装饰集团股份有限公司","上市公司","关于公司及相关当事人收到深圳证监局行政监管措施决定书的公告","〔2026〕36号","其他(深圳证监局)","推迟披露、其他;推迟披露、其他;推迟披露、其他;推迟披露、其他;其他;虚假记载(误导性陈述)、其他;其他;其他","P2504、P2599;P2504、P2599;P2504、P2599;P2504、P2599;P2599;P2503、P2599;P2599;P2599","不符合《企业内部控制应用指引第16号——合同管理》第八条、《上市公司章程指引》(证监会公告〔2023〕62号)第一百二十三条、《上市公司章程指引》(证监会公告〔2025〕6号)第一百二十五条、《上市公司治理准则》(证监会公告〔2018〕29号)第三十二条、《上市公司治理准则》(证监会公告〔2025〕5号)第三十三条,以及《上市公司信息披露管理办法》(证监会令第40号)第二条第一款、《上市公司信息披露管理办法》(证监会令第182号)第三条第一款的规定。","2017;2018;2019;2020;2023;2024;2025;N/A","深圳市建艺装饰集团股份有限公司、唐亮、刘海云、郭伟、张有文、高仲华、钟孟光:经查,深圳市建艺装饰集团股份有限公司(以下简称“公司”)与合同管理相关的内部控制存在缺陷、2023年至2025年部分董事会会议记录不规范、2017年至2020年相关对外财务资助未及时审议和披露、2024年12月受赠广东建艺石材有限公司股权相关的信息披露不准确。公司时任董事长唐亮、时任董事长兼总经理刘海云、时任副董事长郭伟、总经理张有文、时任董事会秘书高仲华、董事会秘书钟孟光对上述相关问题负有主要责任。","根据《上市公司信息披露管理办法》(证监会令第40号)第五十八条第二款、第五十九条、《上市公司信息披露管理办法》(证监会令第182号)五十一条第二款、第五十二条和《上市公司现场检查规则》(证监会公告〔2025〕5号)第二十一条的规定,我局决定对深圳市建艺装饰集团股份有限公司采取责令改正的监管措施,对唐亮、刘海云、郭伟、张有文、高仲华、钟孟光分别采取出具警示函的监管措施。","","Y","其他","P2699",""
"40216446","002789","2026-02-27","2026-02-27","*ST 建艺","深圳市建艺装饰集团股份有限公司","深圳证券交易所","关于对深圳市建艺装饰集团股份有限公司、刘海云、高仲华、唐亮、郭伟、张有文、钟孟光的监管函","公司部监管函〔2026〕第25号","深圳证券交易所","推迟披露、其他;推迟披露、其他;推迟披露、其他;推迟披露、其他;虚假记载(误导性陈述)、其他;其他","P2504、P2599;P2504、P2599;P2504、P2599;P2504、P2599;P2503、P2599;P2599","违反了本所《股票上市规则(2025年修订)》第1.4条、4.2.11条,《股票上市规则(2024年修订)》第1.4条、第2.1.1条第一款、第4.1.1条,《股票上市规则(2020年修订)》第1.4条、第2.1条及《中小企业板上市公司规范运作指引(2015年修订)》第7.4.3条的规定,违反了本所《股票上市规则(2020年修订)》第1.4条、第2.1条、第3.1.5条的规定,违反了本所《股票上市规则(2024年修订)》第1.4条、第2.1.2条第一款、第4.3.1条第一款的规定,违反了本所《股票上市规则(2025年修订)》第1.4条、第2.1.2条第一款、第4.3.1条第一款的规定,违反了本所《股票上市规则(2025年修订)》第1.4条、第2.1.2条第一款、第4.3.1条第一款、第4.4.2条第一款的规定,违反了本所《股票上市规则(2020年修订)》第1.4条、第2.1条、第3.1.5条、第3.2.2条的规定。","2017;2018;2019;2020;2024;N/A","深圳市建艺装饰集团股份有限公司董事会、刘海云、高仲华、唐亮、郭伟、张有文、钟孟光:根据中国证券监督管理委员会深圳监管局《关于对深圳市建艺装饰集团股份有限公司采取责令改正并对唐亮、刘海云、郭伟、张有文、高仲华、钟孟光采取出具警示函措施的决定》(〔2026〕36号)及本所查明,你公司与合同管理相关的内部控制存在缺陷、且存在部分董事会会议记录不规范、2017年至2020年相关对外财务资助未及时审议和披露、2024年12月受赠广东建艺石材有限公司股权相关的信息披露不准确的问题。你公司时任董事长兼总经理刘海云,未能恪尽职守、履行诚信勤勉义务,对公司上述违规行为负有责任。你公司时任董事长唐亮、时任副董事长郭伟,未能恪尽职守、履行诚信勤勉义务,对公司上述违规行为负有责任。你公司总经理张有文,未能恪尽职守、履行诚信勤勉义务,对公司上述违规行为负有责任。你公司董事会秘书钟孟光,未能恪尽职守、履行诚信勤勉义务,对公司上述违规行为负有责任。你公司时任董事会秘书高仲华,对公司上述违规行为负有责任。","出具监管函。","","Y","其他","P2699",""
"40216893","002829","2026-03-20","2026-03-20","星网宇达","北京星网宇达科技股份有限公司","深圳证券交易所","关于对北京星网宇达科技股份有限公司的监管函","公司部监管函〔2026〕第34号","深圳证券交易所","虚假记载(误导性陈述)","P2503","违反了本所《股票上市规则(2025年修订)》第1.4条、第2.1.1条第一款的规定。","2025","北京星网宇达科技股份有限公司董事会:你公司于2026年1月31日披露了《关于2025年第三季度报告的更正公告》,对联营企业投资收益的列报进行了更正。更正前,你公司2025年第三季度联营企业北京星华智联投资基金(有限合伙)(以下简称星华智联)对外投资实现公允价值变动损益43,864.39万元,按照你公司对星华智联的持股比例计算计入投资收益科目,影响公司当期归母净利润11,291.57万元,并于2025年第三季度报告中按经常性损益项目进行披露。基于上述情况,你公司调整2025年第三季度归母扣非净利润由52,872,881.16元至-60,042,843.12元,调整其他符合非经常性损益定义的损益项目由1,284,977.83元至114,200,702.11元。","出具监管函。","","Y","其他","P2699",""
"40217366","002926","2026-03-20","2026-03-20","华西证券","华西证券股份有限公司","其他(中国证监会四川监管局)","关于对华西证券股份有限公司采取责令改正行政监管措施的决定","〔2026〕22号","其他(四川中证监局)","其他","P2599","违反了《公司债券发行与交易管理办法》(证监会令第113号)第七条、第三十四条、第四十九条第二款、第五十条第二项,《证券公司投资银行类业务内部控制指引》(证监会公告〔2018〕6号)第五十一条、第七十二条的规定。","N/A","华西证券股份有限公司:经查,我局发现你公司在承销和受托管理个别债券项目工作中存在对抵押物信息等重大事项尽职调查不到位、募集资金使用情况核查不充分、相关工作制度不健全等问题。","根据《公司债券发行与交易管理办法》(证监会令第113号)第五十八条的规定,我局决定对你公司采取责令改正的行政监督管理措施。","","Y","其他","P2699",""
"40216562","300053","2026-02-24","2026-02-24","航宇微","珠海航宇微科技股份有限公司","其他(中国证监会广东监管局)","关于对颜军采取出具警示函措施的决定〔2026〕21号","〔2026〕21号","其他(广东证监局)","其他","P2599","违反了《上市公司股东减持股份管理暂行办法》(证监会令第227号,下同)第五条的规定。","2026","颜军:经查,你作为珠海航宇微科技股份有限公司(以下简称公司)持股5%以上股东,于2026年1月16日至23日期间,以集中竞价方式实际减持数量为4,983,500股,超出已披露减持计划共计33,500股,超额减持成交金额为772,050元,占公司总股本的0.0048%。2026年2月3日,你已主动购回超额减持的33,500股股票,无价差。","根据《上市公司股东减持股份管理暂行办法》第二十九条规定,我局决定对颜军采取出具警示函的行政监管措施。","","N","","",""
"40216364","300071","2026-02-13","2026-02-13","福石控股","北京福石控股发展股份有限公司","上市公司","关于北京证监局对公司控股股东采取责令改正措施的公告","行政监管措施决定书[2026]32号","其他(北京证监局)","其他;其他","P2599;P2599","","2025;2026","杭州福石资产管理有限公司:根据北京华谊嘉信整合营销顾问集团股份有限公司(现北京福石控股发展股份有限公司,以下简称福石控股)2021年11月披露的《关于确定重整投资人暨签订重整投资协议的公告》,你公司与福石控股签订《北京华谊嘉信整合营销顾问集团股份有限公司重整投资协议》,承诺福石控股2022年至2024年三年扣除非经常性损益后的净利润合计不低于36,000万元,未达到部分由你公司在2024年会计年度审计报告公布后三个月内以现金方式予以补足。2025年4月,福石控股披露《关于控股股东业绩承诺完成情况的专项说明公告》,其2022年1月1日至2024年12月31日经审计的扣除非经常性损益后归属于母公司股东的净利润为-19,920.39万元,触发业绩补偿义务。","根据《上市公司监管指引第4号——上市公司及其相关方承诺》(证监会公告[2025]5号)第十七条的规定,我局决定对杭州福石资产管理有限公司采取责令改正的行政监管措施。","","N","","",""
"40216367","300071","2026-02-13","2026-02-13","福石控股","北京福石控股发展股份有限公司","深圳证券交易所","关于对杭州福石资产管理有限公司给予公开谴责处分的决定","深证上〔2026〕214号","深圳证券交易所","其他;其他","P2599;P2599","违反了本所《创业板股票上市规则(2025年修订)》第1.4条、第8.7.1条第一款,《上市公司自律监管指引第2号——创业板上市公司规范运作(2025年修订)》第7.4.1条的规定。","2025;2026","经查明,杭州福石资产管理有限公司(以下简称福石资产)存在以下违规行为:2021年11月,北京华谊嘉信整合营销顾问集团股份有限公司(现北京福石控股发展股份有限公司,以下简称福石控股)与福石资产签订《北京华谊嘉信整合营销顾问集团股份有限公司重整投资协议》(以下简称《协议》)。根据《协议》约定,福石资产承诺福石控股2022年至2024年三年扣除非经常性损益后的净利润合计不低于36,000万元,未达到部分由福石资产在2024年会计年度审计报告公布后三个月内向福石控股以现金方式予以补足。根据立信中联会计师事务所(特殊普通合伙)出具的《关于北京福石控股发展股份有限公司业绩承诺实现情况的专项审核报告》,福石控股2022年至2024年经审计的扣除非经常性损益后归属于母公司股东的净利润合计为-19,920.39万元,福石资产应补偿金额为55,920.39万元。截至2026年2月4日,上述业绩补偿款尚有48,800万元未履行完毕,福石资产未按照公开披露的信息履行业绩补偿承诺。","鉴于上述违规事实及情节,依据本所《创业板股票上市规则(2025年修订)》第12.5条的规定,经本所自律监管纪律处分委员会审议通过,本所作出如下处分决定:对杭州福石资产管理有限公司给予公开谴责的处分。","","N","","",""
"40216886","300082","2026-03-20","2026-03-20","奥克股份","辽宁奥克化学股份有限公司","上市公司","关于公司及相关人员收到辽宁证监局警示函的公告","[2026]4号","其他(辽宁证监局)","推迟披露、其他","P2504、P2599","违反了《上市公司信息披露管理办法》(证监会令第226号)第三条第一款、第二十三条第一款、第二十三条第二款第十二项的规定,未按照《上市公司信息披露管理办法》(证监会令第226号)第四条、第五十二条第一款、第二款的规定。","2025","经查,辽宁奥克化学股份有限公司全资子公司江苏奥克化学有限公司分别于2025年11月18日、2025年11月19日通过上海期货交易所出售所持有的白银1,995.3738千克、2,991.7907千克,成交金额合计5,922.75万元。公司未及时履行信息披露义务。相关事项迟至2026年1月30日在《关于子公司出售贵金属资产公告》(公告编号:2026-004)中予以披露。董事长朱建民、总经理朱宗将及财务总监刘冬梅,未按规定履行勤勉尽责义务,对公司上述违规行为负有主要责任。","根据《上市公司信息披露管理办法》第五十三条第三款的规定,我局决定对奥克股份、朱建民、朱宗将、刘冬梅采取出具警示函的行政监管措施。","","Y","其他","P2699",""
