date,open,high,low,close,volume,amount,pct_chg,code
2020-05-06,10618.1651,10884.3400,10613.8877,10883.2183,35016317908,417220851949.8900,1.505708,399001
2020-05-07,10899.9169,10926.8270,10832.0925,10863.2853,34587889048,398621132823.5500,-0.183154,399001
2020-05-08,10923.6123,11054.3142,10904.8842,11001.5794,35434789069,410902382069.3100,1.273041,399001
2020-05-11,11053.8157,11096.2844,10902.6048,10969.2819,34932753998,412801067084.0100,-0.293571,399001
2020-05-12,10972.0503,11018.9255,10871.6142,11015.5584,30928583190,360877809665.5100,0.421874,399001
2020-05-13,10978.3114,11096.6155,10954.6910,11074.5925,29883684044,357566915907.0200,0.535916,399001
2020-05-14,11026.7120,11047.3764,10955.5382,10962.1473,32504079061,372773922227.0900,-1.015344,399001
2020-05-15,11013.1554,11039.6783,10919.5404,10964.8920,31714461969,380063225005.4800,0.025038,399001
2020-05-18,10969.0815,11017.4992,10858.4554,10921.1453,36207888258,442713632746.4200,-0.398971,399001
2020-05-19,11023.4280,11052.8476,10978.7168,11052.8476,31011385021,385245479768.3000,1.205939,399001
2020-05-20,11056.9770,11056.9770,10914.7543,10948.4771,34539737800,417524221201.2000,-0.944286,399001
2020-05-21,10999.0702,11007.1445,10818.7857,10845.3964,32124994307,375610196357.6000,-0.941507,399001
2020-05-22,10832.9134,10832.9134,10559.2977,10604.9659,29971897348,347490133244.3300,-2.216890,399001
2020-05-25,10602.4707,10629.6106,10532.8617,10592.8444,24158753245,288513613801.4000,-0.114300,399001
2020-05-26,10655.9833,10816.7095,10647.2506,10815.4306,27086420713,322629338262.1900,2.101288,399001
2020-05-27,10823.2430,10823.2430,10657.8055,10682.6976,29342989795,345256176605.4900,-1.227256,399001
2020-05-28,10680.8726,10727.9934,10505.7873,10653.4924,29705786836,339058020776.4300,-0.273388,399001
2020-05-29,10615.1356,10764.8725,10588.7396,10746.0764,29492296256,338498582332.5200,0.869048,399001
2020-06-01,10837.4919,11123.1949,10837.4919,11102.1504,39028221649,454170074797.3400,3.313526,399001
2020-06-02,11133.6160,11146.8489,11059.1850,11112.4965,41951034031,477710161189.7100,0.093190,399001
2020-06-03,11154.6417,11204.5171,11100.6898,11108.3594,41899491587,477363378228.1500,-0.037229,399001
2020-06-04,11146.2929,11165.1389,11080.5061,11139.2565,35881224701,396325346349.8500,0.278143,399001
2020-06-05,11153.2730,11180.5979,11087.2495,11180.5979,34250217834,378387677190.9800,0.371132,399001
2020-06-08,11266.9349,11340.0297,11195.8492,11215.7600,35720978420,409674029152.7500,0.314492,399001
2020-06-09,11238.4418,11303.5381,11195.0030,11284.2423,32998542513,368899489923.2900,0.610590,399001
2020-06-10,11296.1349,11338.2360,11249.4346,11335.8626,31935162854,371135766848.5700,0.457455,399001
2020-06-11,11328.0975,11405.0092,11180.7541,11243.6167,35689466427,431950524104.0100,-0.813753,399001
2020-06-12,11017.1459,11306.1396,11003.3191,11251.7077,35469559970,424919067390.8000,0.071961,399001
2020-06-15,11241.2557,11353.1637,11192.2735,11192.2735,38925304748,466150409084.4500,-0.528224,399001
2020-06-16,11312.8069,11398.9661,11293.9040,11398.9661,35911707464,441480246116.6600,1.846744,399001
2020-06-17,11421.0280,11421.0280,11330.3687,11420.8365,38296051988,460850397739.2900,0.191863,399001
2020-06-18,11416.0779,11503.3827,11397.5729,11494.5542,37918520604,469208840249.7900,0.645467,399001
2020-06-19,11505.6855,11694.8896,11500.5300,11668.1332,36011458253,459780873827.0400,1.510098,399001
2020-06-22,11680.4052,11756.8556,11658.8057,11702.4416,37921121245,482583046867.9300,0.294035,399001
2020-06-23,11711.2774,11796.4107,11651.8262,11794.0093,34943593688,452996357231.1700,0.782467,399001
2020-06-24,11813.3637,11854.9899,11760.4693,11813.5280,32117466027,431766567846.2000,0.165497,399001
2020-06-29,11780.6503,11814.6410,11695.4506,11752.3591,32724086528,422432536523.7900,-0.517787,399001
2020-06-30,11828.5269,12013.6012,11827.7638,11992.3468,32744577368,449354295432.5100,2.042039,399001
2020-07-01,12024.8398,12130.3018,11945.8921,12112.9645,39479772368,537408303851.0600,1.005789,399001
2020-07-02,12095.8495,12278.8293,12055.9523,12269.4885,48295079945,601852588808.8000,1.292202,399001
2020-07-03,12295.6197,12433.6843,12232.7040,12433.2649,51468269514,636094456668.8500,1.334827,399001
2020-07-06,12519.4965,12945.7121,12519.4965,12941.7205,69387857125,841945857714.6200,4.089478,399001
2020-07-07,13084.6499,13407.1927,12997.1671,13163.9796,75751727933,946232727616.6000,1.717384,399001
2020-07-08,13170.2005,13428.9403,13059.2376,13406.3724,67184614394,845815788114.0000,1.841334,399001
2020-07-09,13399.4676,13792.6346,13385.4260,13754.7439,76124434181,974826151011.3900,2.598552,399001
2020-07-10,13662.3836,13831.6114,13599.0329,13671.2441,69912919043,909318666631.2200,-0.607062,399001
2020-07-13,13699.2226,14149.1440,13699.2226,14149.1440,71080396940,955042543138.8000,3.495658,399001
2020-07-14,14121.3303,14150.9966,13698.2688,13996.4641,73834211632,997206841399.4500,-1.079075,399001
2020-07-15,14017.9304,14077.5600,13646.6622,13734.1288,67254248509,896791871431.7700,-1.874297,399001
2020-07-16,13731.2839,13853.4423,12966.3248,12996.3397,62270031911,826680803382.1800,-5.371940,399001
2020-07-17,13002.8359,13315.4360,12916.0802,13114.9384,47704743026,629589051103.8500,0.912555,399001
2020-07-20,13303.8024,13448.8492,13032.3959,13448.8492,49488315030,649024905616.0300,2.546034,399001
2020-07-21,13480.3900,13572.9345,13396.5817,13536.1735,47293922965,614163030094.9000,0.649307,399001
2020-07-22,13507.3531,13816.6712,13459.8830,13657.0295,50091430638,657824342408.3500,0.892837,399001
2020-07-23,13511.4507,13699.5281,13281.5494,13661.4997,52779589083,699157793080.9900,0.032732,399001
2020-07-24,13547.8065,13602.7913,12868.9505,12935.6969,56629975050,750564667826.3400,-5.312761,399001
2020-07-27,13013.7655,13093.8448,12838.8681,12976.8672,39828126536,524963232760.1700,0.318269,399001
2020-07-28,13107.4330,13196.6155,13022.8183,13147.3536,38983720993,508095234992.9300,1.313772,399001
2020-07-29,13117.1882,13557.4411,13085.9510,13557.4411,43779760122,593635518316.5600,3.119164,399001
2020-07-30,13595.7712,13619.4949,13432.1311,13466.8549,47052868806,616787157102.8700,-0.668166,399001
2020-07-31,13464.2070,13748.0338,13399.8592,13637.8826,48620168297,650213230375.0700,1.269990,399001
2020-08-03,13771.7448,13964.5618,13712.9820,13964.5618,56879235377,761532325131.5800,2.395381,399001
2020-08-04,13966.7328,14012.7058,13779.2204,13860.4591,56760579983,767895259883.7700,-0.745478,399001
2020-08-05,13859.3182,13993.6689,13726.6178,13960.9250,50299173706,670273055126.9400,0.724838,399001
2020-08-06,13972.3032,13972.3032,13661.8443,13863.1298,53428282477,721023901254.5600,-0.700492,399001
2020-08-07,13813.7621,13847.1990,13411.6653,13648.4996,51074060065,700765738527.6900,-1.548209,399001
2020-08-10,13576.3194,13752.2925,13453.9457,13657.3134,45259180522,630535955027.0900,0.064577,399001
2020-08-11,13668.3056,13811.5189,13450.2297,13466.2675,46741569781,620588226420.0000,-1.398854,399001
2020-08-12,13437.5661,13471.8204,13026.0109,13308.5217,45037701762,602930245068.1600,-1.171414,399001
2020-08-13,13373.1634,13392.3470,13254.3928,13291.3199,40388645443,494330064817.7500,-0.129254,399001
2020-08-14,13272.7074,13495.9737,13242.7791,13489.0095,38863053474,482289515330.4000,1.487359,399001
2020-08-17,13542.0141,13756.6131,13490.6393,13742.2257,48909370237,616467249911.8900,1.877204,399001
2020-08-18,13748.5154,13813.0217,13692.0738,13768.1672,47496163062,596898404210.6400,0.188772,399001
2020-08-19,13741.2736,13741.2736,13472.9644,13480.8527,47995953969,590147208491.0900,-2.086803,399001
2020-08-20,13387.8182,13476.0692,13270.1156,13320.9233,38938383360,470003203120.0900,-1.186345,399001
2020-08-21,13445.9626,13547.7930,13373.7157,13477.9999,38432863844,482962971388.2200,1.179172,399001
2020-08-24,13565.2840,13708.1219,13418.9613,13666.6926,41145802560,551396188567.9000,1.400005,399001
2020-08-25,13692.4661,13788.4927,13620.6192,13669.4066,45693579230,586063103587.2700,0.019858,399001
2020-08-26,13680.5853,13717.8980,13376.6610,13428.3991,46552848377,596614407088.9900,-1.763116,399001
2020-08-27,13465.8931,13548.6599,13348.4472,13535.0904,41499513193,520691038561.3800,0.794520,399001
2020-08-28,13509.3720,13868.2987,13483.2835,13851.3239,44122499526,568479063990.2800,2.336397,399001
2020-08-31,13929.7475,13994.1433,13755.3632,13758.2278,45192552406,597534971537.2900,-0.672110,399001
2020-09-01,13729.3878,13849.6578,13662.6851,13849.6578,39923789924,524538672487.1100,0.664548,399001
2020-09-02,13881.0730,13944.1580,13737.8338,13887.4251,51729370287,623392812789.1800,0.272695,399001
2020-09-03,13871.2682,13933.4238,13722.5761,13772.3737,48294048844,591494024504.9100,-0.828457,399001
2020-09-04,13501.9111,13680.0589,13487.6919,13656.6574,43711596516,530504801476.5800,-0.840206,399001
2020-09-07,13633.5055,13714.3174,13232.2425,13284.0335,54163942902,663791588007.4500,-2.728515,399001
2020-09-08,13315.1484,13351.5667,13118.9426,13293.3300,53406929889,604152978954.3500,0.069983,399001
2020-09-09,13107.9767,13122.7624,12778.4299,12861.7500,63718923129,695257373144.1400,-3.246591,399001
2020-09-10,13001.3832,13068.2252,12709.7516,12742.8454,52989805301,563505245098.0200,-0.924482,399001
2020-09-11,12711.0884,12952.4655,12702.6217,12942.9488,38395252307,429698229423.8100,1.570320,399001
2020-09-14,13024.5553,13107.2807,12921.7584,13021.9901,41914355134,500237497534.7500,0.610690,399001
2020-09-15,13032.2847,13148.1684,12976.0285,13143.4570,39123347913,473751759490.4200,0.932783,399001
2020-09-16,13123.4964,13137.7196,12947.0492,13011.2814,35324537128,441995000980.2200,-1.005638,399001
2020-09-17,12970.3420,13113.7724,12870.9921,13015.1892,35395341326,474313751889.0000,0.030034,399001
2020-09-18,13026.1053,13253.6780,12987.5879,13245.0900,39237245188,498662473853.7900,1.766404,399001
2020-09-21,13280.0081,13289.6040,13135.2411,13149.5014,36664404650,467386110298.5400,-0.721691,399001
2020-09-22,13052.0849,13212.2393,12981.9670,13023.4311,35053831009,433184435438.9600,-0.958746,399001
2020-09-23,13044.8118,13148.9351,12991.6609,13110.0723,31823574001,420011122360.8800,0.665272,399001
2020-09-24,13018.3023,13044.3819,12816.6063,12816.6063,34406662290,421049315211.4300,-2.238477,399001
2020-09-25,12876.0754,12919.6138,12764.2648,12814.1736,27281982365,348702938179.3300,-0.018981,399001
2020-09-28,12860.0911,12890.8989,12752.3904,12760.9325,25146757869,330571549214.1400,-0.415486,399001
2020-09-29,12843.2273,12966.8509,12798.6508,12900.6952,25319344085,337712472885.6800,1.095239,399001
2020-09-30,12948.9707,13040.0408,12834.7687,12907.4481,25219958095,334240715354.4000,0.052345,399001
2020-10-09,13161.3551,13323.8093,13145.7545,13289.2621,31808432606,447106821134.4200,2.958091,399001
2020-10-12,13386.3445,13708.0666,13382.6982,13708.0666,43426916790,615700251062.3700,3.151450,399001
2020-10-13,13678.6222,13820.5627,13622.9511,13798.5789,38136928418,546439745273.1700,0.660285,399001
2020-10-14,13781.5598,13781.7754,13664.7332,13691.0429,38344693819,546486209380.3700,-0.779327,399001
2020-10-15,13702.8323,13737.0754,13617.0817,13624.8908,35572512599,500160789623.2100,-0.483178,399001
2020-10-16,13611.9135,13665.5773,13439.8832,13532.7292,32428415619,455152499609.6100,-0.676421,399001
2020-10-19,13638.7803,13660.5388,13393.0225,13421.1948,32953932095,455215631009.3300,-0.824183,399001
2020-10-20,13417.2213,13603.8810,13371.5541,13603.8810,31664258129,439571085476.2100,1.361177,399001
2020-10-21,13613.8685,13613.8685,13396.5413,13467.9132,31784128351,459421420582.7200,-0.999478,399001
2020-10-22,13419.3912,13435.4069,13252.0627,13396.1815,30165867996,427266546406.1100,-0.532612,399001
2020-10-23,13405.5349,13487.1072,13110.0177,13128.4553,30248190644,437816160845.3800,-1.998526,399001
2020-10-26,13056.3010,13242.6325,12922.5877,13191.2470,27610939613,398149304361.7800,0.478287,399001
2020-10-27,13159.3682,13291.8035,13146.5511,13269.6543,28797432788,413771508672.3900,0.594389,399001
2020-10-28,13273.4991,13438.4685,13188.6553,13388.1038,32393468123,476947352377.2000,0.892634,399001
2020-10-29,13219.8925,13582.3070,13200.7786,13519.6613,33396187162,501666720028.3600,0.982645,399001
2020-10-30,13544.2856,13550.3582,13204.2453,13236.6010,37563158518,541927833404.8500,-2.093694,399001
2020-11-02,13269.9698,13462.4226,13258.1628,13420.9609,33927503376,487110104524.2100,1.392804,399001
2020-11-03,13476.5834,13592.9195,13414.0029,13580.0350,34056524371,481009295157.5800,1.185266,399001
2020-11-04,13586.3292,13691.6923,13544.8299,13659.4993,31312451106,459038067570.2000,0.585155,399001
2020-11-05,13802.1789,13894.2566,13728.6406,13894.2566,36579832399,543464101585.7600,1.718638,399001
2020-11-06,13932.4138,13932.4138,13708.7490,13838.4217,36615163878,552972517358.1000,-0.401856,399001
2020-11-09,13934.3703,14197.8467,13934.3703,14141.1529,43721814198,653608478471.8700,2.187614,399001
2020-11-10,14121.6855,14121.6855,13908.2079,13993.3352,39435980274,591195899277.9000,-1.045302,399001
2020-11-11,13925.4352,13981.9867,13715.4373,13720.1740,35060656176,513813238957.2000,-1.952081,399001
2020-11-12,13789.2954,13846.8683,13724.3358,13792.0742,30252256244,421166043225.8700,0.524047,399001
2020-11-13,13755.2852,13802.7123,13620.8899,13754.5536,29635933283,425634573421.6200,-0.272045,399001
2020-11-16,13811.8499,13850.8288,13669.2547,13850.8288,33617086394,467276094182.7300,0.699951,399001
2020-11-17,13843.0116,13843.0116,13628.8210,13732.5199,36114507131,499915338642.5700,-0.854165,399001
2020-11-18,13710.0233,13773.5817,13602.6927,13658.2034,34749263489,463012987298.1500,-0.541172,399001
2020-11-19,13633.9713,13812.7811,13578.3253,13777.4452,34692556329,454766978236.6200,0.873042,399001
2020-11-20,13789.9845,13865.7193,13773.2136,13852.4182,32938386364,438277523421.6600,0.544172,399001
2020-11-23,13871.7112,14021.5046,13795.9196,13955.2848,40104197900,522455359919.4200,0.742589,399001
2020-11-24,13958.0126,13962.3404,13848.9087,13902.5372,35527402650,470795355829.3300,-0.377976,399001
2020-11-25,13923.6590,13933.7860,13656.0949,13656.0949,36860357914,479922611618.0900,-1.772643,399001
2020-11-26,13651.4321,13692.7342,13452.6760,13599.9939,31772149174,415975881297.5500,-0.410813,399001
2020-11-27,13627.8557,13690.8834,13542.6765,13690.8834,31000552919,399658671634.2500,0.668305,399001
2020-11-30,13720.6808,13815.4887,13634.1568,13670.1106,37165448293,496207435156.9700,-0.151727,399001
2020-12-01,13650.3888,13940.8990,13646.6879,13930.3746,37014513864,479714599945.7300,1.903891,399001
2020-12-02,13950.7382,13991.4499,13858.4451,13961.5754,38803244919,497650122913.1100,0.223977,399001
2020-12-03,13955.9785,14009.5111,13889.6194,13970.6840,37436378765,473941113981.4600,0.065240,399001
2020-12-04,13933.8767,14049.2121,13903.8362,14026.6567,31886919287,419358435756.3400,0.400644,399001
2020-12-07,14021.1614,14054.8751,13958.7399,13973.4819,31795780793,432150542737.6100,-0.379098,399001
2020-12-08,14000.8657,14040.5013,13942.6630,13973.8919,29283603456,397072041871.5100,0.002934,399001
2020-12-09,13998.6174,14017.3504,13710.8602,13716.5307,33648470929,452221666549.1400,-1.841729,399001
2020-12-10,13672.0533,13814.8039,13621.1270,13731.3422,29083567922,387622157852.0400,0.107983,399001
2020-12-11,13767.4781,13771.9648,13431.5545,13555.1445,34619340533,455089357170.5900,-1.283179,399001
2020-12-14,13583.1949,13695.3226,13511.7790,13692.1325,29100130765,393547602621.4800,1.010598,399001
2020-12-15,13682.2755,13783.0426,13641.7224,13763.3126,28475667106,394301187648.5700,0.519861,399001
2020-12-16,13791.4148,13807.1751,13709.8040,13751.0908,29782815598,392160099961.1000,-0.088800,399001
2020-12-17,13746.2809,13901.8302,13688.8326,13889.8663,33010124461,427010618503.9100,1.009196,399001
2020-12-18,13911.8335,13939.9296,13806.6189,13854.1197,31286729859,417246480540.1000,-0.257357,399001
2020-12-21,13858.6588,14134.8495,13819.7036,14134.8495,34392615276,480532160300.6400,2.026327,399001
2020-12-22,14085.2860,14172.7675,13872.4986,13882.3026,38539343149,525440139571.6400,-1.786697,399001
2020-12-23,13912.5186,14078.1314,13897.1108,14015.0229,36846949303,515807443681.4100,0.956040,399001
2020-12-24,13998.3587,14048.6186,13867.6599,13915.5738,35696184259,462766411213.8100,-0.709589,399001
2020-12-25,13879.2359,14017.0570,13835.5154,14017.0570,33825412481,434698020486.9500,0.729278,399001
2020-12-28,14020.9523,14112.5856,13959.1429,14044.1005,37325254653,482909439036.9700,0.192933,399001
2020-12-29,14042.7946,14082.4967,13915.8854,13970.2105,37160031942,477632727523.5600,-0.526128,399001
2020-12-30,13970.4455,14208.6815,13968.0894,14201.5654,35191999131,469468396552.2000,1.656059,399001
2020-12-31,14226.2842,14476.5477,14226.2842,14470.6832,37221726383,511265652033.1600,1.894987,399001
2021-01-04,14516.1215,14859.0865,14486.2519,14827.4686,43549775923,641014135681.9900,2.465574,399001
2021-01-05,14760.2525,15149.0965,14716.7892,15147.5693,45893476339,698425783002.2600,2.158836,399001
2021-01-06,15221.4394,15295.0738,14987.3654,15187.6139,43324071836,645417439109.2800,0.264363,399001
2021-01-07,15178.3476,15356.4035,15101.6671,15356.4035,46928407202,670794521589.7200,1.111364,399001
2021-01-08,15402.7426,15453.1783,15162.7059,15319.2912,42006272822,630105126980.5400,-0.241673,399001
2021-01-11,15353.0790,15420.6761,15011.5853,15115.3802,43945664406,684894785595.7800,-1.331073,399001
2021-01-12,15053.8722,15460.0321,15020.2604,15460.0321,38686160155,604472560455.4300,2.280140,399001
2021-01-13,15491.0659,15597.9698,15240.8992,15365.4279,43269729763,679695848826.3600,-0.611928,399001
2021-01-14,15283.5569,15354.1221,15033.4725,15070.1285,39617247690,610092625290.5700,-1.921843,399001
2021-01-15,15030.5372,15120.2722,14772.0632,15031.7035,36449833013,556135886555.5900,-0.254975,399001
2021-01-18,14980.5049,15309.7901,14898.8796,15269.2724,36406940425,546464419968.7500,1.580452,399001
2021-01-19,15278.5348,15314.0526,14954.3463,15003.9850,39512572920,573740834615.4100,-1.737394,399001
2021-01-20,15023.7377,15246.7773,14958.2191,15223.3575,34028754497,518504526235.2100,1.462095,399001
2021-01-21,15251.6686,15608.3841,15251.6686,15520.5980,41062780215,615802143138.6000,1.952529,399001
2021-01-22,15508.9378,15632.3340,15381.6033,15628.7304,39616143973,628223686131.9000,0.696703,399001
2021-01-25,15594.8102,15895.8839,15534.2497,15710.1930,40351691141,681044829587.5100,0.521236,399001
2021-01-26,15637.3883,15637.3883,15328.4111,15352.4196,35029602005,577725665132.9200,-2.277333,399001
2021-01-27,15328.8694,15446.8202,15107.0425,15413.8432,33837216736,526877852706.7600,0.400091,399001
2021-01-28,15169.1035,15228.4961,14881.8037,14913.2053,35413517809,524006040755.3400,-3.247976,399001
2021-01-29,15039.8923,15096.2520,14609.6419,14821.9946,36867023869,535659380486.1000,-0.611610,399001
2021-02-01,14841.7134,15036.3846,14797.4130,15024.2443,33706664513,485262020032.9100,1.364524,399001
2021-02-02,15057.4382,15341.4805,14981.3278,15335.6618,32995125306,516870366223.7900,2.072766,399001
2021-02-03,15360.4207,15435.5310,15218.5729,15233.1493,34816674829,539994306810.3100,-0.668458,399001
