firm_id,opportunity,collateral,bank_access,risk,size,p_loan_true,D,loan_amt,log_loan_pos,loan_count_hurdle,loan_count_zi,structural_zero,loan_share
19,-0.3888838530439976,-0.8951055547642611,-1.4629063073667765,-0.0686654977440766,2.5326703916959468,0.06295304995337818,0,0.0,,0,0,1,0.1011954521233021
20,-0.3942507342738901,-0.22658067537385226,0.7991569974924536,0.5203449624633074,0.2542903551745034,0.49446014366878904,0,0.0,,0,0,1,0.49502693238535284
21,-0.34259737475798585,1.2633272943879028,1.127179149817385,-1.5955664344727207,0.6143881360264667,0.9351680960694492,1,27.868091578387563,3.327482363311015,0,2,0,0.9560228013839145
22,0.4217390523997264,0.7339604384581527,-1.1040353792519881,1.1334581825307666,-0.4802200919946283,0.2712702305587679,0,0.0,,1,1,0,0.23380850015609958
23,2.878085650876017,-1.448544692297749,0.9191701673702609,-0.24117494809970524,0.8877526502245024,0.27174715005272587,1,22.54830656382674,3.115659966180954,3,2,0,0.5515488526625897
24,-0.2569164062130087,1.7512620990325491,-0.13674366279482725,0.872511967732651,0.7153847253146407,0.7578820276155479,1,4.799333415351346,1.5684770364684608,0,4,0,0.5912979764763043
25,0.41050405240389487,-0.08464980772644055,-0.5317751075013134,-1.3493641920048192,0.7887760038623334,0.3831915154369567,0,0.0,,0,3,0,0.6684448392871524
26,-0.03753619258578565,0.27093056413989597,0.47364077961385453,1.1370204058388582,1.6553632571542853,0.5000063047858614,0,0.0,,0,1,0,0.3649859208512117
27,2.314645953197524,-1.6033960582534499,-0.2620285780801876,-0.06068069932426193,1.669484600893849,0.08774981144088227,0,0.0,,0,3,0,0.16480626540766133
28,-0.7560828384532521,-0.6939972359094321,1.5838092115920626,-1.0596631872482407,0.0895087863703699,0.6818103403931327,1,20.06006482321526,2.998731013994932,0,0,0,0.6953911295880671
29,1.1428420327774693,-0.7380103034668565,1.5675559611835974,0.1409618212557136,0.2508954678471585,0.5690632332232256,1,11.731246157400372,2.4622558938001826,5,0,1,0.582862271491652
30,0.6499531004271596,-0.12376741771567254,1.6489884887571935,-1.116222487313143,0.5666472335106311,0.8132203878477766,1,22.267438913751636,3.1031254730284052,8,2,0,0.7707637155088023
31,0.35605717006943105,0.4400843996386259,0.0911299912830057,-1.8655477140754313,-0.7245343246738164,0.7054958992414768,0,0.0,,3,3,0,0.8484877138027805
32,2.3363537351336943,-1.0979188446133072,-0.6532377909720236,0.14433313890800803,1.316201753776163,0.09719360343805501,1,34.193038013454924,3.532022056487971,0,0,1,0.3698097617107382
33,-0.3242407131971284,0.9694022546023336,0.5772478288904681,1.0743847230857253,-0.9766094739980004,0.7086204346256405,1,25.275618724317862,3.22984024430297,3,4,0,0.5011350122610037
34,0.14608670584725486,0.024582797049365664,-1.9850014265072768,1.6193895652648012,1.8907349007404124,0.05866274456914812,0,0.0,,0,0,1,0.05681693257681356
35,-1.1832237097583038,1.2026107802824537,1.0591298978641155,1.0358747509226196,-0.24758012669487428,0.8343103642685807,1,6.0488182313941135,1.7998629193087816,1,1,0,0.5282131807978054
36,0.33544812825959097,1.0896660117916679,-1.4242519207715523,1.021333595573035,1.2242393101793239,0.29694807270816126,1,30.83871992278784,3.4287710407904917,0,0,0,0.27822706848467615
37,1.3642351278559848,-0.11949509120757938,0.7881541018648632,-0.055124162681606456,-0.9543654995531541,0.5711623910189753,0,0.0,,0,0,1,0.5472377151865101
38,0.7074731505372283,-1.4217596825977403,-1.2135799059745054,0.01349911943253479,-1.6938401180074196,0.044295687103920865,0,0.0,,0,0,1,0.15289007065026794
39,-0.7068056091324381,1.4887858392962892,-1.348695918467538,-2.482545321049709,0.9735102039418463,0.7058461078382624,1,18.714915799762725,2.929320842268672,4,2,0,0.8239567734728753
40,0.38329528827269704,0.6476655821803199,-0.6707906301402246,1.7118562490400304,0.6277845470359971,0.29442918099144066,0,0.0,,0,0,1,0.48556980896467344
41,-0.33739078998084554,-0.6992606374875298,-0.5138673349351711,-1.3511517719272228,0.6710515523656841,0.2433394144047685,1,17.062275426661476,2.836869911051175,0,0,0,0.14695493652911118
42,-1.8037168852187948,0.6300648042763999,-1.3683378852892198,0.463260272199294,0.13774825785566758,0.2461985274728938,0,0.0,,0,0,1,0.2995852611242343
43,-0.16496824108299257,0.4507835387108694,0.43226123010839257,-0.35339084463614395,0.4294049705440087,0.6637826323878641,0,0.0,,0,2,0,0.5908684670581494
44,1.0401050802757161,0.372582152489837,0.041935740732510635,0.7615171638773207,0.8581051451120277,0.45838358205542307,1,6.223035509687553,1.8282578117715964,0,0,1,0.5296551435074035
45,-0.6154167842963679,-1.04211959798412,0.46531591983748444,-0.3487370590497008,-1.3079220362155748,0.28247383981781704,1,3.0759337773238364,1.1236085225832473,3,0,1,0.3090280541784854
46,-0.9236104436528495,0.8375296055294493,-0.8985291657914475,0.27640011158850125,0.3266304068526487,0.40635359009051314,1,6.47167187387054,1.8674344791307842,1,0,1,0.49200580033593977
47,1.9170696601400543,-0.4287680666083941,1.4881417775267636,-0.19880342760800493,-0.9057420648403498,0.6596356588450977,1,6.397776000899747,1.8559504301141443,0,5,0,0.7253846416446887
48,0.5477886064435387,-0.857659240735169,-0.6562432129694675,-0.7259034183687909,-0.7810772765254257,0.15938782529533962,0,0.0,,0,0,1,0.39914401000320004
49,-0.44227715158415765,1.0358501031099698,-0.3262810491561698,1.3856403492913525,1.1177651768015877,0.4986235020951599,0,0.0,,0,0,1,0.47988102623951645
50,0.9070039706856263,-0.6929330981015217,-0.024077559342281927,-0.6955715085673935,-2.3276397794922308,0.29076943011397904,1,7.28111307958556,1.9852837460687287,0,0,0,0.6508382118240169
51,0.27099109723050335,0.7108716203077262,-1.0590481450997806,-0.9545977722221838,0.6273858156757232,0.44027951583305175,1,3.8813277175011005,1.3561772903319893,0,0,0,0.6219058510421368
52,-2.679924607194225,0.9114657286983469,-0.26975921304682055,0.8408444489861214,0.30024628895619504,0.5254892579415101,0,0.0,,0,0,1,0.5373649912744352
53,-1.6009702687496903,0.9648452671765148,0.731973473585874,-0.35049102798903004,1.3459502024016767,0.8219150636149485,1,8.188784342041531,2.1027654548626997,2,0,0,0.8334871194790497
54,0.015278525664360993,-1.3478695810727626,1.355633228851505,2.442517271658498,-0.24497865872603666,0.1978659405525491,1,8.030674636574606,2.083268538947034,3,2,0,0.07451126991658674
55,-0.5808515457215239,-0.9902411377924396,-0.9681535142135085,0.9424547300892268,0.42658509273503536,0.06363330056151652,0,0.0,,0,0,0,0.049218788049948795
56,0.0139573726649084,0.7119503786502466,0.842578212061396,0.26438447427256345,-0.027869633326864634,0.7578742310061601,1,2.827522375799056,1.0394008426104442,1,1,0,0.7010308219043366
57,-0.04186979685295602,-2.1124466968928646,-0.3551107871729484,-0.6083140589312868,-0.8436196113579417,0.057424948546942106,0,0.0,,0,0,1,0.1610190107313648
58,1.297834723274256,-0.3532563146472459,1.2482075047149805,0.6080531598870734,0.9663278981651813,0.5583323152732104,0,0.0,,0,5,0,0.6815613238792093
59,0.9177116067026662,0.01949325432896367,-0.8701712123006373,0.5308796308009972,0.09020136445559096,0.20734106458311388,0,0.0,,0,3,0,0.2936874075941762
60,0.5213611214966767,1.3810847135397886,-0.28650527597862424,-1.155023152268001,0.2478710604118866,0.7860488589669283,1,26.521350750973212,3.2779500973152214,8,4,0,0.8080239981029895
61,0.9837725929936059,-0.27878501819634477,0.37732696143630495,-0.8465566303385675,1.7513151133247005,0.4995229786364802,1,14.029624014500918,2.641171095073947,2,0,1,0.7362933048528362
62,0.11214033828443973,-0.5597925689902528,1.578112784256215,1.090568266355691,0.16363671612005257,0.537861490942128,0,0.0,,1,3,0,0.38060439653473416
63,-1.4071114272385836,0.27316382898507857,-1.2733705169047598,0.23022078406804972,-0.4372474252340425,0.20754310606389056,0,0.0,,0,0,1,0.2769440013435561
64,0.5862623367900428,-1.3258282797120327,-1.04531941980523,-0.22592120584438838,-1.9887822071539423,0.06166490653097614,0,0.0,,0,3,0,0.07832035231079802
65,-1.1673873878402088,0.9648555251217742,-0.6468748467656096,0.7555352528590635,-0.30563390512671196,0.45819101185797284,1,6.300998190371954,1.840708063762917,2,1,0,0.44899026623417526
66,0.34909705926489704,-0.6720094757501753,-0.45336635178403756,-1.3163971213200765,-1.2655675689676285,0.2574682029924321,0,0.0,,0,0,1,0.5727965584008449
67,-0.2871730063363543,-1.5189078959853195,-1.5370513000527963,-0.05055631762547927,-0.33782969565913834,0.0303746108685718,0,0.0,,0,0,1,0.12218578071794726
68,-0.2684711971689205,-0.3715818087191125,1.8604237946124744,0.4078140303391538,-1.3282097641233679,0.7038976321149872,1,9.298949777758564,2.2299014666597277,4,0,0,0.6333664709232464
69,-0.40695713544274814,-0.949165729991245,-0.863400736602663,0.2953113087297593,-0.031564484164233436,0.08966991391005029,0,0.0,,0,1,0,0.2575172080518711
70,1.1405242780524423,0.2493909583138695,-0.15464108576808114,-0.5416523261139489,-0.6657716447392061,0.49175058285247375,0,0.0,,1,0,1,0.6101585381412816
71,-0.4792929633431103,1.8209516425537213,-0.4654446565346779,0.36173663753111984,1.455210699172922,0.7473005407362068,1,22.748336426344345,3.124492018606529,3,3,0,0.7119332311083338
72,0.9281496992185434,-0.7420798924833135,0.9432114638491996,-0.12324718821109079,0.06489822056477036,0.4434676422048511,0,0.0,,0,0,1,0.31930805678631496
73,-1.3264690853506769,-0.11336356751151244,-0.2194195465732257,0.561546199649091,0.6186835857387789,0.29324209240521426,0,0.0,,0,0,1,0.31202212227326503
74,-0.10311523967325471,-1.1595652767530313,-0.9040111208919055,0.053436503290860644,0.5125229887951939,0.07564567876934072,0,0.0,,0,0,1,0.10303522599992695
75,-0.22666391251162143,0.16380923449451332,0.11680248046692701,1.8520794185385303,0.7887619607979734,0.3302454177103669,0,0.0,,0,3,0,0.30714378669512193
76,-0.31695636510858677,-1.254128627725375,-1.2489838529581936,-0.2566764882152969,-0.5523996198171256,0.055922609637217284,0,0.0,,0,0,1,0.05444340392815855
77,-1.4891431489979772,-0.5818199451363982,-0.8379168458815807,0.7025537846747896,0.8321657198003387,0.11589238282630727,0,0.0,,0,0,1,0.10292853507290055
78,0.033830132021587196,1.1280045821940952,0.1899736233197966,0.6142909087054884,-1.1851629702615194,0.7018824701859088,0,0.0,,2,8,0,0.6837207751969931
79,0.29487986218470547,-0.019015718239940253,0.7881265951567958,-1.065907728915013,0.338438272016851,0.6793683864831586,1,14.058744036443203,2.6432445535477376,2,2,0,0.8059382171319719
80,1.6700999071523999,0.6090390595137946,0.21008988539591855,1.0765923330260085,-0.15783078292101055,0.53561981797528,1,17.094209681762216,2.8387397910639507,0,0,1,0.5563689335916945
81,1.1699602675001908,0.9903712748525604,0.1120135909251541,-0.4940896365487674,0.18997691964962735,0.7347295667213674,0,0.0,,4,2,0,0.5998345057265094
82,-0.15112714084377393,-0.3844546778852232,1.3345427139611994,1.500873465961187,-0.4032839613947117,0.4924030145618591,0,0.0,,4,3,0,0.4661398287419337
83,0.2770873526383252,0.8374826196108702,0.34577508182122757,0.28123449245814575,-0.7006197296573722,0.6902493172436125,0,0.0,,1,0,1,0.7809443510856345
84,0.1688234173601674,0.3373833073368678,0.044535139478848705,-2.408354772644848,0.1204599515119048,0.7122535384938447,0,0.0,,0,0,1,0.9293573901031131
85,0.27287013984936315,0.2683315162083659,-1.5739827684831464,-0.7050036398226025,0.15421186261622516,0.21359878612333388,0,0.0,,0,0,1,0.39244860702354
86,-0.3108061292971671,1.2103700250392329,0.5942132136377186,0.5443726141953485,0.0006894688687859927,0.7950076646103055,1,22.118916920923542,3.096433211663485,0,5,0,0.6024688468226855
87,3.8832856481718845,-0.347791440062675,-0.8777340816252507,1.0025872741549615,-1.0566334462699447,0.12816032737809083,0,0.0,,4,0,1,0.3881101982553916
88,-0.8225256240366422,0.33629869606924623,1.6253601716279893,-0.4146696413148491,-0.5829137014328235,0.84672666512167,1,8.860505371304,2.181603802640855,4,0,0,0.6764354763181479
89,1.3915069590653497,1.9339527686529008,-2.048646304952281,-0.8262833969880868,0.03388714942286173,0.5300470629228052,1,20.093670928715436,3.0004048863117894,6,0,1,0.7973234196181607
90,0.7273435201504262,-0.777648462143312,-1.5299701613778716,-0.2966833687117139,0.5940967512661346,0.07208823566873208,1,5.6052767250452025,1.7237084264107096,3,0,1,0.21293000946916749
91,-0.18806631657168796,0.9147773244801917,0.41419427350850146,-0.11413748217613517,-0.5178562615202461,0.7483229156093907,0,0.0,,1,2,0,0.702322439126185
92,0.40233727974945976,1.1142801147168797,0.5017469442307639,-0.177134465648452,-0.7326693948689191,0.8044534723301534,1,15.92529015194518,2.767908421194613,0,1,0,0.5435915221945197
93,0.9731261308300535,1.1832449050030578,-0.7543864845437988,-1.2699345349879871,0.36357947056077994,0.6636001545266377,0,0.0,,0,7,0,0.8595418413765835
94,0.41086256751212386,0.6289633376242074,0.08636803865649911,-0.18026874362731146,-1.2555847967851295,0.6194002488751913,0,0.0,,3,0,1,0.4405468955730317
95,-0.3946629307500198,1.581131726727854,0.5006323289223202,0.9220024851443757,0.0863366956233424,0.8237762913343916,1,12.460885870744985,2.5225946080025676,0,0,0,0.7237202660892276
96,-1.3588167616810003,0.5295349730389728,-0.7492858363208831,-0.9438313681488292,0.5756044022720936,0.46282072819289394,0,0.0,,0,0,1,0.45779298984254946
97,0.2778020364761428,1.328841416500055,1.7234124096493155,-0.4541238723696353,-0.3580585515757624,0.9482361086329311,1,15.0278600568803,2.709905815509747,4,0,1,0.9443336038548424
98,-1.2641019814999839,-0.8154054944649386,-1.7073204200326695,0.15738036328378818,-0.2417335589153194,0.050980624320471866,0,0.0,,0,0,1,0.11846269898724841
99,2.3403689289910545,0.8191093792961623,1.038013574649752,0.8016475711117149,-0.21272826738884962,0.778432769821844,1,20.239069760432542,3.0076148829101133,1,9,0,0.7635997804942875
100,-0.5377362568089605,-0.7395317187976044,-1.5352274504578207,0.10557401991129813,1.858055564791327,0.06544246239608911,0,0.0,,0,0,1,0.16239560611264317
101,0.3893525448255182,-0.5858002422537675,-0.5085675907726241,-0.3452361598230659,0.2144845435064688,0.20477930823625676,0,0.0,,0,2,0,0.3064808004995375
102,-0.6375993575712064,1.3067267020152282,0.7930081819063682,0.15265905429740373,-0.11735464905742209,0.8565991817855072,1,8.514960164056161,2.141824635777949,2,0,1,0.7838857678650967
103,-0.584953650020122,0.24886408160885468,0.2368002619861581,0.7535760522715977,-0.5510167805221569,0.4712714568661407,0,0.0,,0,1,0,0.2597687016942723
104,1.6148171577944095,0.034366942796919646,-0.5465410053053209,0.39611023083099545,0.4423845051925545,0.27487075575851166,0,0.0,,0,4,0,0.5162180125061628
105,-0.8800701459722045,0.1641959596095921,1.3207440358350497,0.4017089147340848,-2.8978040055030125,0.7200529493202005,0,0.0,,0,1,0,0.6117049791196778
106,1.8746967442632068,0.6600196251856074,1.094563636653113,-0.4284615788859163,-0.7994045949085742,0.8271866986915949,1,63.76539173006035,4.155210593799762,1,3,0,0.750964034151446
107,-1.6332663625213288,0.7257595759691149,-0.41245540421160587,1.255305622295194,-2.0133347968654545,0.4054387153556418,1,8.376989975580484,2.125488658511112,2,0,1,0.39325251353649043
108,0.8371202504877775,-0.16665030984659915,0.2834897598453513,1.5455031874081693,-0.012280645671563544,0.3089727475901147,0,0.0,,0,0,1,0.3799160799049544
109,-0.5444748891119753,-1.112504028056413,-0.9365683453529109,0.07499244826348234,-0.3301435099497685,0.0765804601495696,0,0.0,,0,0,1,0.1120179738926264
110,1.5541868992700074,-1.2674413362580979,0.47364036485577377,-0.5177374651141501,-0.57217300669595,0.24730848020704804,0,0.0,,0,0,1,0.5463530229556177
111,1.3563054765196159,-0.8950053830766366,-0.7565403862024183,2.008606111232589,-1.1900228114795668,0.05973568579664536,0,0.0,,2,1,0,0.08530038489802766
112,1.5439878451242852,1.6679650619419268,-0.30063810217002374,0.7198887361514205,2.0825016311368234,0.7205505818937625,0,0.0,,5,4,0,0.635405542971982
113,-1.019815245430548,0.011471901112774064,0.09782856187833708,1.2712677402353143,0.3200768824457156,0.3341693443144975,1,2.4223454927086943,0.884736282649137,1,1,0,0.40849942715519016
114,0.051504047524141935,-2.0221100830548746,-1.1697726782163083,0.004505772735154708,-1.0135065736338773,0.024430664338748794,0,0.0,,0,0,1,0.10428146652886404
115,-0.3183867602081338,-1.4402138067937853,-0.8387193448691526,-0.796171507528119,-0.04653749519948653,0.07926624489065379,1,3.4847209637449246,1.2483879732149032,0,0,1,0.266810239543527
116,-0.7286199250677899,-0.7800375518935865,0.7357742071530174,0.18410207580738563,0.17493123470012203,0.36043156191678993,0,0.0,,0,3,0,0.36511582567327694
117,1.3832970606598112,-1.5654347393835881,0.45495591036128935,0.3250932984626024,1.0511052360807884,0.1475996521387431,0,0.0,,2,0,1,0.30687641545387306
118,-0.05577088602176542,-1.9577713992286538,-0.31339872377719613,0.7530329379069561,2.0063748648224053,0.044581143686074534,0,0.0,,0,0,0,0.006782736556938564
119,-0.02897782844615666,1.8771153422455449,1.4724512685451263,1.0829526723696663,0.6949058027577717,0.939038968504489,1,12.416518866049932,2.519027752681238,0,6,0,0.7975542949101357
120,1.1723930342436848,0.8510790596263806,-0.0048461281736598485,0.8657214926082828,-1.1619205882980623,0.5691982100733003,0,0.0,,2,2,0,0.571048397064696
121,1.4952473344877766,-0.42677360726953845,0.08289001013107271,1.2439964448192005,-0.08002054335078485,0.23575339178939317,0,0.0,,0,0,1,0.34537605907449875
122,0.9234465914172667,0.41802613521680504,-1.5329600204554974,1.2698544167773407,1.0340717583989039,0.14295845678007893,1,15.167439682081083,2.7191510040392703,0,0,1,0.4332223756549392
123,2.191184125971529,-1.0600148818741013,-0.44885367921267194,0.8676128125185405,1.1011965650553392,0.0956871074410067,1,9.887723671500762,2.291293954481473,0,0,1,0.24737208897246046
124,0.43505270017086034,-1.5857726957783067,0.2822799443431532,-1.6933732264331556,0.18322821634003753,0.22556883899740196,0,0.0,,0,0,1,0.6679572153422714
125,-0.7622786019586206,0.4758954432538482,-0.5663300049769492,0.978207429342431,-0.47921501147769346,0.330283941182628,0,0.0,,0,0,1,0.5319157945416279
126,0.1425183492072206,-1.026426816185028,-0.21487072616052028,0.3042893738408689,0.6092831759185305,0.143109757415752,0,0.0,,0,0,1,0.19047462292467968
127,2.3057800556408656,-1.925257358391616,0.9275882042918533,1.1108293509776592,-1.661153806867751,0.12181384511120098,0,0.0,,0,0,1,0.19134176488132726
128,0.521685613168608,-1.2016752262077561,0.45531112484942604,0.5438039679079583,1.7186929232096608,0.19315656408394213,0,0.0,,0,0,1,0.16643632621518026
129,0.48701100197214253,0.7078952544171755,-0.5385825925365791,-2.1612237162517527,2.635957617181553,0.6622773921033568,0,0.0,,4,2,0,0.6494840723586027
130,-0.19405099834397896,1.3425185761717437,-0.6465643181709847,-1.7525503713614237,-0.3877493003716524,0.7550864512262476,0,0.0,,3,0,1,0.7937216799515414
131,-0.6473351904396885,1.9461154346780185,-0.34823851462285915,-1.6215417580858191,0.10596562864367264,0.8836481326719502,1,4.748857290805735,1.5579040187481725,3,0,1,0.821524666253641
132,0.2656183518221666,-1.291890209931821,-0.9841697049689754,0.7437578638708349,-0.05050747903240332,0.04896916353165277,0,0.0,,0,0,1,0.18241712432655918
133,0.22465035144947612,1.433432128184389,0.23555276017852642,-0.40549789743095677,0.4381151972837566,0.8309639950339844,1,11.200895118981624,2.415993696445154,0,6,0,0.9006799098215048
134,-2.0441514317924647,1.3511109675798998,-0.9544113945428887,0.8647150286422448,-0.049425334344132335,0.48172838474923857,1,4.825328844515142,1.5738788867722067,0,0,1,0.37557841425582267
135,1.2124077259612154,0.8755191757863252,-1.140834378428557,-0.09989294928103509,0.5553955734010388,0.3927519692399647,0,0.0,,0,0,1,0.5850918192829095
136,-1.7746550744010436,0.8847616560176196,-2.5830917946127627,1.4827131519439232,-0.7378012054047348,0.08709367691080792,0,0.0,,0,0,1,0.1213881039869998
137,-0.29553785038068386,-0.5168956663351961,0.121412287889801,0.9159536650652473,2.024023936494333,0.2453020411853652,0,0.0,,0,0,1,0.13796416211610532
138,0.3621733923005501,0.2612033279015143,0.06037217090133805,-1.0106913935946344,0.3418595421307765,0.586234189240258,1,16.168367190382714,2.783056690777542,4,1,0,0.4218549377881703
139,0.4571310837291061,-1.280233985218958,0.7686739936187785,-0.6415423192586923,-0.6059457852312412,0.30928218716686046,1,4.656639876375252,1.538294131479398,2,0,1,0.421325219257893
140,0.5832976171198183,-1.8727185289166393,1.5536148828263918,1.2254271782238864,-0.29644151209735714,0.2037603345048002,0,0.0,,0,1,0,0.11948017716992732
141,-2.0290585783540647,-0.5705880150214815,0.9143702197906889,0.058419052172373254,-1.1086036795898693,0.46768466416375803,0,0.0,,0,0,1,0.4699302047695413
142,-0.9465625896062005,-1.0036801352664075,-0.8680525439734164,-0.7959519798682153,-1.2317803619389873,0.11919086166208906,0,0.0,,0,0,1,0.11359068096547179
143,0.7119125941347761,1.6327319273903482,1.2854042779420374,0.15059966032525762,1.032990930504449,0.9317844713996484,1,32.559572164271415,3.483071401130056,4,1,0,0.7819017777290956
144,1.5314876728809572,0.6987387663419997,-2.4439358000982416,-1.2275629013071854,0.23425188494574956,0.18641434560061546,0,0.0,,2,0,1,0.5978323768828464
145,-1.3936564974080774,0.9525419449577093,0.9018470850864212,-0.4568724365183983,-0.8966210329619718,0.8474133839207609,1,13.324950663570274,2.589638267498733,1,3,0,0.7615591392368329
146,0.35681769879146763,-0.4007791849014594,0.5001195936916819,-2.213021765782039,0.8762687926254777,0.6127328168152036,0,0.0,,0,1,0,0.8164345967915393
147,-0.8003267591590865,1.3100199109569781,-0.8954386616059776,-0.5078342419261159,-0.5990136647518567,0.6030278269939958,1,18.988744563792157,2.943846412253981,0,2,0,0.3802721161184424
148,-0.5966992474000482,0.1220037041105182,1.469147020342413,-1.1586713133159876,0.32439879483778633,0.8299719813153056,1,11.912378311760776,2.4775780537559124,2,0,0,0.6832108543838058
149,-0.6897803528408974,-0.23078472559148466,-0.4431118525894962,-1.2890760728317923,0.5142774612762261,0.3603966858471271,0,0.0,,0,0,1,0.3659607814945023
150,-0.025043149166228715,-0.5530581575110277,-2.222794337284416,0.4634556347552008,-1.6441411879330396,0.037970774228851395,0,0.0,,0,0,1,0.20648563055828328
151,2.2056254775610737,1.6350016287384623,0.5523501260543454,-0.07661812753596836,-0.7226204126318929,0.8808024069294655,1,44.25752628415899,3.790025442508754,10,11,0,0.9073920685583357
152,0.3535466876809036,-0.22419027997213145,0.448226975116278,0.2509658347533353,0.6509510269845397,0.43570009049797015,0,0.0,,2,1,0,0.5719668326275235
153,0.17342502876617802,0.8634456458198633,-0.8409722009862902,0.2576925848826898,0.7727219297814675,0.4281689340098392,1,7.798706865631249,2.05395793349392,0,0,1,0.5674047942519369
154,0.9442658753912778,-1.3032645482472023,-0.9938396010770503,0.8987194848455746,-0.4056129913603868,0.04555148647704767,0,0.0,,0,0,1,0.14760022595618932
155,0.7493760588407269,-0.0404726251933708,0.051318145924769555,1.3200775873584152,-0.6780112072581084,0.3083606084257087,1,10.36756950639257,2.3386826173737094,0,0,1,0.42250733800392015
156,0.41543381115786837,0.16257875890080845,-0.18124916155618737,-0.5603989465717488,-0.2895327679932439,0.4632637091170937,0,0.0,,0,0,1,0.6666729248482418
157,-1.0853701121275325,-1.1621036310846156,0.060324970165453747,-0.8112036265893282,-0.2848659121029522,0.21634678247021927,0,0.0,,2,1,0,0.4084668253633008
158,-0.4792565329723424,0.7453156957572946,-1.6176327144996903,1.5956314600590387,0.12502047168668495,0.16446494945401538,0,0.0,,0,0,1,0.13848544630373943
159,0.28280744591409757,0.9801375912855231,-0.6304949556436147,-0.9105499501967186,1.3220098356217584,0.6101335504929266,1,15.375111687838318,2.732750077915844,1,0,0,0.701577948636418
160,-1.7356500007158637,1.1019166195023335,-0.47822992580894025,-0.08347346606388709,0.16815227634647026,0.6075452859966652,0,0.0,,3,2,0,0.4960834249595567
161,0.18713327044304942,1.885067683299516,-1.7963935840449083,0.022101480115540896,0.04892293589878077,0.5023162406176276,0,0.0,,0,0,1,0.44106121795612707
162,-0.35479091475515817,0.5690465593293135,0.9728246532922887,-0.7901157180347606,-0.017382998584278633,0.8140698544828553,1,26.65536133213493,3.282990306068604,1,3,0,0.8015412608345944
163,1.0053720592097852,-0.38605797388906815,0.8474658547168562,-1.0118299800938424,-0.45227383203419047,0.5949746841902611,0,0.0,,1,0,1,0.5882141217718884
