firm_id,collateral,bank_access,risk,opportunity,size,s_star,D,loan_rate,rate_star,u,v
31,1.319037070480506,0.03742758721288905,-1.2006211545064216,0.2169649441885584,0.7845644592199678,1.6627623326129217,1,4.138123352118204,4.138123352118204,0.19841983092524326,-0.4394325591586455
32,1.323092577984229,-1.1886990343096806,0.9949112894473955,1.0801612702475998,-0.2896724063332992,-1.1486573632143124,0,,5.785337895996549,-0.5870536749227151,-0.4934647421373501
33,1.519420506093327,-0.8248661642928715,-1.512765426348719,0.25596392472441315,-0.6755250123265774,0.5576273326027803,1,3.421275131711319,3.421275131711319,-0.989527328391979,-1.0814505556894534
34,-0.05668007261925189,-0.8865697974314589,0.008419979688801791,-0.40045820518208086,0.6275062249625679,-1.338018516295134,0,,6.043853530503612,0.6121668365126917,-0.06403353056983281
35,0.7982241553532307,0.9783463477199221,0.3192381313033835,0.056889276295728035,-1.2328761244045046,2.4900310605593194,1,6.445326920902649,6.445326920902649,0.88472755331423,1.0925939833185627
36,-1.517483106094884,0.347586835829253,-1.3600784060148285,-0.34028277381128075,-1.060993824355457,-1.1617420150701565,0,,5.189760502158336,-0.6349800278960904,-0.7612273363448536
37,-0.6927137932310466,-0.003172273887116129,0.9157283364212325,-0.9877374226212291,0.34642588579142464,-2.3808547495670314,0,,6.731346039012066,-0.16265286680303095,-0.6004663319143425
38,1.0506200362155802,0.1118774615720282,0.7514177254260114,1.6964747923700112,-0.24024275813150953,-0.5467292265370509,0,,6.148532063860861,0.24464993076265584,-1.2905522618077545
39,-1.2696530591762492,-0.6254544637435997,-0.6663470154930268,0.7241338886763921,-0.08240161081945924,-2.1988435659886862,0,,5.363332642401921,-0.832902896767654,-0.717050359236706
40,0.13712524687402128,-1.049052726875127,-1.2212451539804305,0.07431120352578349,-1.090047660007286,0.03426932894309745,1,4.342199957704005,4.342199957704005,-1.0473542405832301,0.26785333909748005
41,0.9622420653093257,0.05307163559283102,-0.6073510195674444,1.9497613286135607,-1.235554930804148,1.227466934612841,1,6.080259383035444,6.080259383035444,1.7861921689020719,-0.43596587846725254
42,0.5862943955173581,0.7162726804708655,0.10151620721121397,-0.16529396944764851,1.0213321069069874,2.7288932953864107,1,6.039469371623742,6.039469371623742,1.1295990815607635,1.6997085346725842
43,0.0007991506874269951,-0.26095836349989243,-0.2551691600793771,2.3930790332065563,-0.9552928282640859,0.7994660554163866,1,5.962814546745624,5.962814546745624,0.3436534272174892,0.6026805097030025
44,0.42060796090084485,1.3839674091920957,-0.5481711253777717,2.1996209535712286,-0.027781788188469738,2.327410982595153,1,5.490390384542847,5.490390384542847,0.6182783016029794,-0.19741529270496672
45,-0.5434005571752153,1.5479725737483636,0.57313903765248,-0.06507835036539902,-1.1309615954698484,0.15853205653143865,1,6.159545977319242,6.159545977319242,-1.0878995900148771,-0.28056864041668805
46,-0.060784215247611746,-0.18360081857152713,0.8159100176691726,0.5523275988155191,-0.6384271529997283,-1.2451146473029058,0,,6.0942050022295575,-1.0079215277283813,-0.2900825790664148
47,0.8663035869394502,2.020271174776758,-0.8711993569147961,2.576632698056271,-0.039641354076228236,3.380735137649733,1,4.554935465625324,4.554935465625324,-0.22297588670835064,-0.5755792401026645
48,0.9421416346365119,0.242033169400896,-1.3824976276957013,0.013555377944063198,1.761792674724058,1.745583375086359,1,3.1779968275053547,3.1779968275053547,-1.2191962153128302,-0.2902773837816823
49,-0.7083479464305308,-0.26772343210868305,0.550888915490609,-1.3325217651932453,-0.6590936313639773,-1.978518980250497,0,,6.828069826640428,0.19861626601250285,-0.10939039044924331
50,-1.3527571207471507,-0.6861708048607488,1.6077666081567368,1.169437375160916,0.450257823459411,-2.55688393641508,0,,8.437862068990617,1.368311477114647,0.688290010521226
51,0.1018129870672099,0.9438705181304722,0.4707361131038435,-1.1293262995961582,1.359775232133277,0.7590671970154581,1,4.710983226584164,4.710983226584164,-2.1297665071767335,0.4451075106583667
52,-0.8349191385334046,-2.008648791280649,-0.8172317753946241,-0.43709392273997366,2.1572190621693057,-4.185561423168433,0,,4.560939434183914,-0.888515193885139,-1.56706610078832
53,0.340599451268299,-1.2495393148052456,-2.51395782096167,0.07460683730629858,-0.9573841717911823,0.8989221262946997,1,4.160143088439255,4.160143088439255,0.834182099943951,0.16994922238939617
54,-1.4376938267006194,-0.6410050463473972,2.254099557923307,-1.361166542984151,0.916219031988939,-5.469695088538826,0,,7.983294111558564,-0.35710714235224944,-1.1961379861341295
55,0.3061551199736516,-0.3497878164640864,0.6274671702870157,-0.4858486389553943,-2.996760540848988,-1.2539303240390396,0,,6.551979841722696,-0.4417264676416734,-0.42503813121905965
56,-0.3692394277373016,0.6869293320901454,-0.3673231699922247,1.218810948882827,-0.4795869384622898,-0.2620744652950141,0,,6.1615898624289445,0.7486171395419873,-0.9333654035230992
57,-0.6138526605214341,-0.9173323401643165,-1.1889735986841485,-0.6616982641178552,-0.005044937461214195,-1.3895125469594958,0,,5.0076569509325815,-0.10719668165960164,-0.37185147545506986
58,0.15893769823558693,-0.10553100332013687,-0.0679925375039216,-0.13158229058996926,-0.9256089146229437,0.27739767031808754,1,6.32898043920701,6.32898043920701,0.8603168679395801,0.404589580558697
59,-1.7358910368705778,0.19780625441016902,0.7705719700310271,0.009001825731028772,1.457372453922657,-1.870515804791508,0,,7.38448591001379,0.7996786539639802,0.4338072773254568
60,-1.0706577632244052,2.1258590532006356,-0.04359351119691775,-0.6065816584216163,0.09065355844968011,0.9905703994340704,1,6.668171001693339,6.668171001693339,0.8028367353630398,0.11769735508444286
61,-0.937826261431317,1.4898196735264404,0.9514827272448171,-0.5745519352883652,-0.7951744132661167,0.08865798509879635,1,7.851208195018359,7.851208195018359,1.2025294119326329,0.4906960218186367
62,1.201711012382632,0.1682943200212511,1.4064298460396536,-0.5804465778774712,0.8189342909122441,1.7606757015250865,1,5.722884200083838,5.722884200083838,-1.0327715550822436,1.7531673532253753
63,1.3287272824649492,-0.8854240702239349,-0.9329639718707169,-0.945470376731011,0.18269776363693527,1.4526076617788757,1,3.808089457738185,3.808089457738185,-1.0262260660638018,0.7429467494922225
64,-0.3598996253851698,-0.10199786231345505,0.5796537489451049,0.8922497399738241,-0.45639594858384935,-0.3781387420424883,0,,7.255558508005438,1.2902160004763694,0.5451490024858733
65,0.5753819083053204,-0.2684275353646491,-1.906539782442791,-0.7011638464844712,-0.7666302791896049,2.5179414961070075,1,4.226332683931318,4.226332683931318,0.27724963983120693,1.1347364323993698
66,0.21655614498297468,-0.8124106804310497,-0.953933583372107,-0.8869717663000333,-1.1101538867515486,-0.7067930387721469,0,,4.9006127479818895,-0.3874985786541638,-0.4083738035715929
67,-0.23530959386466674,0.007416644663000648,-0.27912091927012134,-0.4764320239452349,0.7988118144762035,1.2136428797472831,1,5.2035218837608666,5.2035218837608666,-0.5551859803697986,1.5271107120522551
68,-0.5455234040824279,-0.3324318156436411,0.038392418976732186,-0.007839013116168525,-0.38050426152500894,-0.7876036455190407,0,,6.707782869546825,1.0064780532263766,0.3373352818449933
69,-0.6007014085135134,2.032433184907685,0.5904908154513873,0.1978303658154275,-0.4396393522685994,0.10450588794577242,1,6.197540809784733,6.197540809784733,-0.8411270684249963,-0.8255455092683284
70,0.05320422073432186,-0.9619629416929769,-0.5799426552576521,-1.5897032841463528,-0.3280222782473235,-1.2471818750180832,0,,5.500035277087925,0.2751345049780163,-0.2073413415887478
71,-0.21668055012335813,0.19960700217981325,0.8391298995661778,1.133313164434793,-0.7636883581399497,-0.7293282257728799,0,,6.277266583306161,-0.884068637288348,-0.11955023615065082
72,-0.14014086289929692,0.7024910247190429,-1.0084055542021588,-0.7734388419723832,0.570766111889173,1.6521280584527365,1,5.074170660140127,5.074170660140127,0.33164584597293345,0.6530369481398958
73,1.0363095981708894,-1.146468582127978,-0.9631646660679858,1.050486389228204,-0.8853097911254684,1.5595434111029005,1,5.061241460179651,5.061241460179651,0.6712887041622635,0.9945550467697578
74,0.8999140381588827,1.3465700182571465,0.14680622656364373,1.060730699163097,1.0929996783459353,1.8682933840215084,1,5.698079063899768,5.698079063899768,0.721554589384282,-0.34756064321726493
75,0.6392951241961986,-0.13521384712328058,-0.8301568878647672,0.5388736003263505,0.32202932239117527,1.6264944593186614,1,5.23824782602267,5.23824782602267,0.9017633655895401,0.5987814886380621
76,1.5959277712398916,0.13000432453013708,-0.46818907307042423,-1.94040030510547,0.8094775491416983,1.259808065449635,1,4.817124852406114,4.817124852406114,0.5366337661859387,-0.23568599032862456
77,0.19433808874117095,0.673932675082455,-0.7603033940277961,1.1561508903590356,0.5753278757212967,1.6388353087137162,1,5.491423793006031,5.491423793006031,0.9821807145589907,0.13541018754331302
78,0.42943002572012484,-1.0254665156925005,0.12298675239826538,-0.2748409217609228,1.2926323457669955,-0.7664342976678636,0,,5.522218555720442,0.1262723580170405,0.22808376674002073
79,-0.577321516706164,-1.1508427910162913,1.8645315570856162,-1.4020385429870876,-0.9886692398530126,-2.8114142266486293,0,,7.332608370184647,-0.9268581524118245,0.8530985970362703
80,-0.9900204657550744,1.363722261513357,1.004193190492169,0.9642344229389663,0.9531689956020746,-0.824130229322286,0,,6.626273353247498,-0.5130295802549342,-0.5057201298749032
81,0.585266676833966,1.0420707579619441,-0.9032965560320037,-0.5067428397422886,-2.885341138765754,3.0656945637966864,1,4.783318358042017,4.783318358042017,-1.0228687136520827,1.0101297420271338
82,-0.4619225759277136,0.7934545141132853,0.6965853652262891,-0.2648307753706772,2.388187692733915,0.24909431228512208,1,6.68077736420853,6.68077736420853,1.0153676057190841,0.6532948273877385
83,0.7032622428059768,-0.9872799276357466,0.3446270157916335,1.8958699826351513,0.9003153175894412,-0.38505518879174655,0,,6.1321679082486,0.974120032011436,0.02762275773650559
84,1.3733528124972205,-0.42623341675869647,-0.3413144833365602,-1.9996873703797344,0.2076919349595759,1.2131402723810587,1,5.6816545177766,5.6816545177766,1.5114890567788022,0.6312841590539964
85,0.47825668560965456,0.8338539665610875,-1.170870950333267,1.685496362501388,-0.36419762367086256,2.8938664038480697,1,5.316673665096065,5.316673665096065,1.18961810303548,0.5248105680990449
86,-0.8472286742294101,-0.09852006162577438,-0.13962977026237228,0.39939582385718847,-1.5301404036017696,-3.844646418786592,0,,5.074027985991658,-2.3537594425616617,-2.878573172318336
87,-0.03929824793227949,0.5198067822012302,-0.42331644238004335,2.886747289918452,0.7821582717697088,0.9803127737187292,1,5.254867903777926,5.254867903777926,-0.08466486802658316,-0.22102288942900608
88,-1.257822672905295,1.1405699716818383,0.4897938408325009,0.7372406356047814,0.8695349371321929,-0.7442258102122246,0,,6.7129310116,0.18998733002078433,-0.2641043540694404
89,-1.5638920178889126,1.3676071414243298,1.812806088321242,-1.2061330492264342,1.5409695557097867,-0.6728189710097334,0,,9.00687401708616,2.3098751729182734,1.2559167244698513
90,0.33292142879211967,0.21503024269713544,1.7230854685271122,1.5334383942273755,0.46220470534263763,-0.8583817762556496,0,,7.198558348092564,0.3203477888536379,-0.2314585373299025
91,0.7084709131182355,0.5559865462599463,1.3026333284904965,-0.6647979601960466,0.8403366979982142,-1.7752118492703977,0,,5.855690870803347,-1.0266694689285911,-1.7575340475544952
92,-0.7477791486884098,-0.34297426425936656,-0.7542463737729613,2.5949272652327386,-0.9093236367518465,-0.71187132061173,0,,5.617267499408347,-0.10906986753598186,-0.48863942782725417
93,1.3106775902985621,1.4525722431710264,0.1528534580949164,-0.6324046168124241,1.0361025210731458,2.552873432701916,1,4.939818445569234,4.939818445569234,-0.3510574072044762,0.1581160040074482
94,0.9758048133484465,0.3506136417022397,-0.33510433186288513,1.627729067941288,-0.04642390449635369,1.0327689247596612,1,4.418860477586865,4.418860477586865,-1.211769918585731,-0.6880542748615587
95,-0.06089700009231924,1.0204986066774404,0.09453837586648389,-0.015512810199124547,0.7262593921656234,0.15993707009549762,1,5.168975614430631,5.168975614430631,-1.079152321207816,-0.5766831228838079
96,-0.48156260799752887,-0.25926764373514527,-1.2025001474056212,1.6848041171091008,0.9390821823848785,0.35631735282915394,1,4.79446815537677,4.79446815537677,-0.022351739000660432,0.07127505277254935
97,1.6653112004065607,0.7440489933585122,-0.5017464107528435,-0.4514585560799962,-1.340305038476351,1.0427085021254505,1,4.383147812568809,4.383147812568809,-0.9255249196428961,-1.4898722381561813
98,-1.1421360021257252,-2.119854818458273,0.9686825547924024,-1.180020247652829,-1.0427091106207083,-4.242079357093276,0,,6.897117369665559,-0.8159378636158199,0.2884201700385037
99,-0.5170668467200745,-0.2251040012381335,0.5824913512137376,0.8295064427616395,2.16941592903784,-2.3768673818985584,0,,6.137746595606704,0.07969463974284052,-1.1524741090204684
100,1.024702220189278,0.127607226353187,-0.4578628991239815,0.8931912678478935,-1.3588434348366123,-1.0253445936581016,0,,4.508927417443995,-1.2955305566959425,-2.506069829430791
101,0.40037928642927345,-3.3226724648941497,1.2917635965046061,0.11826680431042264,-1.461312904739428,-3.1567715607184654,0,,7.281274321980218,0.4930606598119831,1.0768245775074885
102,-0.7450814438277087,0.937681467414102,0.2970899100524301,0.5936521642724915,-0.44985375087568236,-1.565443563130827,0,,6.0790742776714595,-0.7249264468558381,-1.500840660403101
103,-0.06258743816261458,-0.26462489999422717,0.3965606097009424,-1.528457110590008,-0.6416433586458454,-0.17566225538138203,0,,6.37683070773491,0.15138394652138853,0.9678932071688795
104,0.9715487597839497,0.9476092428021253,0.013198503357293147,0.8019676823348459,-0.300415086275146,0.055425672476246746,1,5.411137861263384,5.411137861263384,-0.041758076259212906,-1.861607451198934
105,0.027624070223797315,1.3231900262096747,-0.33927443427907666,0.6599715798217842,-0.00638827597725106,2.4678517147509282,1,5.16139918539748,5.16139918539748,-0.616480671018266,0.864427975333308
106,0.4939281277630507,-0.4619113174390593,1.162061432888915,-0.6684693448524209,1.0284654459433924,-1.883775486970851,0,,6.229880504936744,-0.23620175697596682,-0.6874567877857192
107,-0.9012557072120102,-0.7395919510502479,-0.3731428123948157,0.9459483355009853,0.3528562810865642,-2.3930163651930223,0,,5.774036761829546,-0.07961029029627747,-0.9842358857745604
108,1.3903550763931956,0.029146146100686252,0.10460886581660842,1.3256312279162994,-1.2381086600136808,0.3735240015661343,1,5.525087162240046,5.525087162240046,0.025832143036603306,-1.0341041244535853
109,-0.1157913408908574,-2.177276295112633,0.4584873622177474,-0.7921232512700646,1.6933509568395106,-1.299232276349763,0,,6.553374156959398,1.1822254309842362,1.8049893463266824
110,-1.9668737743782467,-0.18688563375359685,-1.1496826296724079,0.39866802139133334,-1.0790254416994423,0.2654568413703269,1,6.192511273315477,6.192511273315477,0.4888058576853158,1.6865649546572778
111,0.6257024347421268,-1.3416883512755777,-1.5741881209596538,0.2500047601226988,-1.568240544112074,-0.04888001804445935,0,,4.249037509764518,-0.4454265465604248,-0.2964517266915093
112,-0.7276877517263984,-0.4104531436873236,-0.3512061152421952,0.6480599745985945,2.8567083663244333,-1.3784980544810086,0,,5.973734873035629,1.3020768290536395,-0.4128510832342858
113,-0.36737233237760614,1.1093769652813843,0.4842649035145004,0.7167275756154382,1.5925179233254279,0.1620174232219952,1,5.596501172852954,5.596501172852954,-0.8398872000712867,-0.21560289543306466
114,0.42667291155511133,-0.5427755830697821,0.9328044867013823,0.05325914276088548,1.8831168258691677,-1.3840654595661959,0,,5.373418131081066,-1.183344558620863,-0.35187247242417613
115,1.3661841272844417,0.05726282940726121,-0.11793244841833438,1.9169150554896826,-0.626681120109658,1.5136348559638924,1,5.262553190659975,5.262553190659975,0.09498619103932124,-0.1845075896098612
116,1.371029192326871,0.1316360487656078,0.7500001004806048,1.0588283147399735,0.254003375079093,0.8727089426363104,1,6.030200094518306,6.030200094518306,0.47357058304127836,-0.08580368848198995
117,1.2746590068911323,0.9190261886410926,-0.05701602541808596,-0.9923325968818758,-0.7285900545569111,2.6439537893475245,1,5.980131099372379,5.980131099372379,1.193587751213418,0.7600217846960547
118,0.20613461654530998,-0.7773778532501506,-1.0290436327242307,1.0382178041556227,-1.0714378285814947,-0.472704453367798,0,,4.766859322893945,-0.5090555955661245,-0.6420186093747473
119,1.1796229297663028,-0.22314580322953623,1.1600940797980668,0.7401410170411097,-0.5728900890428009,-0.5647045058914575,0,,5.8794732812187664,-0.8915534291332954,-0.5879819858264191
120,-0.005581900861979416,1.1585823991108355,0.06498136760393287,0.2609093123307247,1.1250921842499093,0.2306355413690352,1,5.589930783684481,5.589930783684481,-0.07781235875776532,-0.783739913598558
121,-1.6551587428128678,-0.3083023563991151,-1.3319394658630999,-0.8691935828339031,-0.9378352606461676,-1.7758898897931439,0,,5.190205476465209,-0.7455172071748726,-0.42212955559175
122,0.3896361317715808,0.008627182691164973,0.9647578590034601,0.25137734158221137,0.5829585462809084,-0.9373236770769742,0,,6.533649231853252,0.37369640046127933,-0.46272542473812533
123,-1.2593277861010932,-0.08506080489014832,0.7872220817983615,-0.9774918372187403,0.834904595906404,-1.0232907762766645,0,,7.483713211192202,1.1179233765443353,1.3112657837516037
124,1.3409812829554744,1.4182281185604155,-0.574831846998999,-1.0979541804915829,-1.108414585532434,2.9863796130615237,1,4.644411307164735,4.644411307164735,-0.5185872048411616,0.14472575646668037
125,-1.286836562728348,-1.5571333673022858,0.1997160633582928,0.9974645247833017,0.13206746057446614,-3.696657685500408,0,,6.430816146854117,-0.16655539656962606,-0.624536944542601
126,-0.2292356364310022,0.7103428183815361,-0.43567541094635615,-0.5515513390972048,-0.30236389937124847,0.737587230133671,1,5.998681995880351,5.998681995880351,0.7370495980300972,0.204516616873734
127,-0.9810564891946429,0.3469463954686303,-0.7984362106909773,1.1474448996252895,-0.9472563285861848,-0.8043438616455098,0,,5.165658675649724,-1.0665404202141278,-0.8158972256362195
128,0.925862523194296,0.043510552382129086,-0.7323256427070937,-1.0066950425276422,-0.5713693162432298,1.1544106153356208,1,5.086107045576086,5.086107045576086,0.38354202557437045,0.03495678861529763
129,-0.2736394054715152,-1.20895061018539,0.5579231319774105,-1.4030623801336721,1.6075716958792607,-2.2906090352971686,0,,6.298767198983065,0.405289351847158,0.15148333587879836
130,1.0796804198178844,0.7903471665241798,0.9565632329573639,0.8824536344287446,0.76301502787551,1.4394258849472183,1,5.986919902422458,5.986919902422458,0.02236427073063521,0.27081263811121903
131,1.6967700976942193,-1.078908406319652,0.12281289841984792,-0.5688256133995407,0.7522406801848488,1.4129753166696168,1,4.740765228586415,4.740765228586415,-0.4538746455837952,1.254933842105826
132,-0.6331416414925941,-0.40757034792290736,0.75310636085206,1.4054951470106727,0.6144249282106842,-1.0849565121425806,0,,6.72262078490319,0.21900295481710497,0.4598647359059766
133,-0.15274338975158266,0.9559371133156505,-0.6031046533757629,0.04000199587665733,-0.15407164206900337,0.5062223379830663,1,4.521622691779695,4.521622691779695,-1.5732494666416714,-0.6050971304539378
134,0.7786941667447952,0.41220824768827813,-0.7077707817758936,-0.7074486569269969,0.22991870830879005,4.25479475563765,1,6.017730074979627,6.017730074979627,2.2104206476110058,2.853943573873642
135,-0.24911669653853466,1.7295352911247204,0.049266613007769425,1.7440765983875035,2.3066743601452635,0.5755454464867162,1,5.425884896645141,5.425884896645141,-0.12138066513590956,-1.1032152725773792
136,1.0407505651976758,0.6250478988952726,0.24256671653829753,0.19243825190797767,-0.6039800785037954,1.4731115727510173,1,5.450394582062278,5.450394582062278,-0.3786279788310551,0.11949810073543285
137,-0.9133303562785688,-1.1580933761916594,1.3852768209603772,1.4718636119120476,-0.866301447780796,-4.053825856704,0,,6.536046415256788,-1.8649051498928155,-0.9799125620863154
138,-0.31308522362288116,-1.1037719060358147,-0.5661345124369753,0.6996218115216387,0.6994471558671925,0.563753434359237,1,6.532179577840584,6.532179577840584,2.204354534463916,1.6712739126876643
139,0.30170565601653665,-0.13525523173980816,-0.6940660176630158,1.5580752409552197,-1.5584909642440086,0.2982292977472976,1,5.190618633625927,5.190618633625927,-0.35519254363976466,-0.4936229263807463
140,0.36386172006620937,-1.1432282715342479,-1.173218599384069,0.35698294621011556,-1.1358763147990893,1.083523305198831,1,4.52015315266687,4.52015315266687,-0.6291791396121733,1.1687407314635072
141,-0.15702571180747235,-2.663835008410061,0.11359309885749645,-0.7838694293853179,0.34609212762160835,-3.386621349369545,0,,6.235710666272304,0.6140243408261677,0.009399831288676504
142,-1.363782254131367,-1.2002276020220428,-0.13796815171773077,0.4666597791699313,-0.7789609395801147,-2.7681917749423337,0,,6.488075100233253,0.06518877621488321,-0.14097860831010572
143,1.0395841289890098,-1.684855480723889,0.02886442584866501,1.489207215459196,1.2571520693336506,-0.3361522299230301,0,,5.3901691134993825,0.5179593153450939,0.3171687721427033
144,-0.6679851583537634,0.1551578346684918,0.8929155867218056,-0.5297770473033764,-0.28472204172232934,-1.4161979935422981,0,,6.765047079490448,-0.2753979978668107,0.06451353791157828
145,0.4873391382381172,0.4039390917928821,0.9156165185725638,-1.4045344986100374,-0.1941369164486609,-0.8369186241344087,0,,6.060539402038727,-0.6131989269646034,-0.5807745201036217
146,-1.0025401603316364,-1.6139547195496164,0.324126415152755,0.5921149412362774,-0.007935557029707375,-2.7916172144309033,0,,6.159072660308195,-0.6712090475033158,0.23024722454514165
147,-0.5792195336541386,-0.4347454759875233,0.5517169821253647,-1.3358415895961835,-1.5927802886873408,0.09257841890892227,1,7.328371507162228,7.328371507162228,0.8731040444978889,2.0092367568632206
148,-0.5662982361179831,-0.06563713916448369,0.5418375054661511,-0.6958847284886435,-0.5487427939037689,-2.2358311535225246,0,,6.841959384164628,0.39420861724464296,-0.8550588464844916
149,-1.0054225511806,-0.11927476401400804,1.678947554359282,0.6074797120095988,-1.3040240924112094,-2.1574350031726475,0,,8.709132450149687,1.3977855680559736,0.31094077359020256
150,-0.5827371203267648,0.31272016825668836,0.17430648664360202,0.4086752839944219,0.7108157146691568,-0.9574531059336742,0,,6.309297023044716,0.4383053603353485,-0.4540773540926151
151,-0.26969936943319944,1.1613120470057545,-0.7093620107131801,0.309066266781014,1.7312302501573298,0.6061154179215186,1,4.494265663432568,4.494265663432568,-0.8689005339540039,-0.7373976233924119
152,-0.5655718174450103,-1.0672336914306237,-1.322752434427734,0.279331952449257,-0.5661779450389496,0.16998470344586536,1,6.256193559899568,6.256193559899568,2.2050731314638137,1.0082211805823789
