size,cashflow,leverage,growth,digital_policy,disclosure,region_open,capex_star,capex,participate,twopart_y,gate,hurdle_y,selected,donation_obs,treated,invest_after
8.072786889372935,0.17967555287287218,0.3561549968697703,-0.22779549247300931,0,1,1,79.07213279059093,79.07213279059093,1,29.837844626772174,0,0.0,1,8.84060937156329,1,28.446442838161055
7.868785934851782,0.052574224604823694,0.48587462468652687,-0.007580182985874262,0,1,1,-19.610811378724925,0.0,1,2.380171300067695,1,10.69526120828829,1,6.155002618973885,0,15.387009039131442
6.5736258105958285,0.04386727637829317,0.5643375665018588,0.1666381401895134,0,1,1,-33.335987998838185,0.0,0,0.0,1,8.242403980772385,1,0.0,0,21.23499775199317
7.40817137076582,0.10812645536450143,0.12200939542760353,0.20517654995835577,1,1,0,49.94173083813744,49.94173083813744,1,54.19376566193638,0,0.0,1,6.882231158734567,1,76.2519203420553
7.693297351944233,0.020096873648702517,0.6354518503929436,0.08191437029709309,1,1,0,42.23583344258829,42.23583344258829,1,0.0,0,0.0,0,,1,27.00749073179047
9.362834448840808,0.09810751398916796,0.3961992418110285,0.08966967345972238,1,1,1,-2.7951393096973476,0.0,1,25.73389942201824,1,29.15636351093049,1,0.0,1,56.6488017046736
8.577980118525307,0.1259648167030814,0.5180783893184369,0.17389901535897098,1,0,0,46.94784139057501,46.94784139057501,1,45.98057334265542,1,7.407361444626246,0,,0,24.360172285212528
6.260655829100992,0.15361599343305846,0.6415595077832364,0.058407494057617554,1,0,0,31.632332700742523,31.632332700742523,0,0.0,0,0.0,0,,1,30.875143536464595
8.556492366334274,0.07399075541120284,0.23053220844312544,0.3507726264282831,0,0,0,-13.250601808602887,0.0,0,0.0,0,0.0,1,0.0,0,24.954305722735548
7.776409491542051,0.06777957498938204,0.33648943961159256,0.2510828405616884,0,1,0,54.31338756734586,54.31338756734586,1,26.495356635202207,0,0.0,0,,1,16.35368389051321
7.4553857996634445,0.02732104479460634,0.4038322086598872,0.25710838318101426,0,0,0,46.678188742120895,46.678188742120895,0,0.0,0,0.0,0,,0,20.87844883455406
8.872843917724953,0.0303871787576084,0.3245994366200915,-0.07390821020667504,0,0,0,21.062848702055,21.062848702055,0,0.0,0,0.0,1,0.0,0,-14.643736681467173
9.334099474745546,0.0664112664859084,0.7275898521338894,0.08571008360697349,1,0,1,58.35775416117423,58.35775416117423,0,0.0,0,0.0,1,0.0,1,13.30168761884276
9.224408131027818,0.1020419304089707,0.3129164649877132,0.04591612923027334,0,1,0,75.32064344402784,75.32064344402784,0,0.0,0,0.0,1,8.359486447318965,1,36.9947852335639
7.276860724455097,0.13481507757399497,0.36111251528210137,-0.08100824762410383,0,0,0,32.378262201064686,32.378262201064686,0,0.0,0,0.0,0,,0,38.176472108181734
7.859866386563663,0.03180926295917931,0.4827022450564763,0.16482955311023806,0,0,0,7.889142995561302,7.889142995561302,0,0.0,0,0.0,0,,1,50.83887143159611
8.564389774543919,0.1695613141375713,0.2576560758278258,0.003223763599633042,0,0,0,21.295377686017897,21.295377686017897,0,0.0,0,0.0,1,2.13704718629762,0,21.1656543268486
9.273099639834594,0.06373258393744588,0.38669108611899783,0.21797268937304265,1,1,0,38.19031208079917,38.19031208079917,1,36.24602213310594,1,0.0,1,0.0,1,35.62439387435852
7.67290833837018,0.07871796233909384,0.500792521800028,-0.0926344813209797,1,1,1,35.409057021620725,35.409057021620725,1,23.60492637123945,1,23.49386427543024,1,0.45630786015771374,0,29.33958372941224
7.995775125669801,0.0351672992511306,0.3967423352987982,0.4094273103115278,0,1,0,20.820063183744296,20.820063183744296,0,0.0,0,0.0,1,0.0,1,13.125854323032257
6.983031528593369,-0.06545441561637648,0.4350581025760083,-0.06133987854657111,1,1,1,-60.87989544317906,0.0,1,17.897981040136976,0,0.0,1,0.0,0,14.149454846091132
6.884172713511261,0.13304272378166299,0.3653068620082607,0.1394744206960785,0,0,0,65.84597626470482,65.84597626470482,0,0.0,0,0.0,0,,0,9.439228646924262
9.093778404633618,0.12421063382554601,0.2076847505310773,0.24253467586985217,1,1,0,58.53083974650996,58.53083974650996,0,0.0,1,52.90810518183858,0,,1,37.45616108765368
9.691864031427905,0.0631203465729072,0.5014549138142782,-0.0027152774360202914,0,1,0,22.678022527744798,22.678022527744798,0,0.0,0,0.0,1,3.7905181995617054,1,22.538359635949995
8.120788866261632,0.08401944303349232,0.7307892914635586,0.2534443558179311,0,1,0,43.79713826695587,43.79713826695587,0,0.0,0,0.0,1,0.0,0,20.024788872763686
9.303886187681226,0.11095635306224597,0.4529442609253501,-0.1212530476040749,0,1,1,78.9256325670172,78.9256325670172,0,0.0,1,7.011625225891767,1,1.1286817337494974,0,25.23413345107098
8.597799627552398,-0.013752751413192557,0.48604225875960794,0.36138118585286083,1,1,1,-54.828170244929325,0.0,1,16.026900588739643,1,10.676217602157312,1,17.85205639812322,1,41.752067662385315
7.490368269934363,0.048256839359222314,0.5608356408186975,0.1025468676938365,1,0,1,27.67352751456898,27.67352751456898,0,0.0,1,19.84555638412859,0,,1,33.60244199853809
8.597535166059254,0.12765588077730963,0.24690712055252814,-0.007354053434398322,0,0,0,4.0528019279768515,4.0528019279768515,0,0.0,1,15.593206632680493,1,15.190244781021306,1,40.09271939486478
9.891840223112565,0.004742634609845045,0.7224023453007369,0.0461472809630618,0,1,0,33.276844460043876,33.276844460043876,0,0.0,0,0.0,0,,0,35.43713794241174
8.160591356979053,0.09761347592999775,0.4823726074276483,0.24560546849068948,1,1,0,35.5809671978125,35.5809671978125,0,0.0,0,0.0,1,0.0,0,-4.2145080625799345
9.921108021395407,-0.0013949082774042942,0.7110971038542575,-0.0052019525330788685,0,1,1,36.1209963893405,36.1209963893405,0,0.0,0,0.0,1,0.0,1,47.51606445704009
5.5,0.10798579894601158,0.3327147207161617,-0.03488438409609995,0,1,0,1.877425483862453,1.877425483862453,0,0.0,0,0.0,0,,0,15.323950263344976
9.104092754812745,0.07786151106215099,0.740889907609252,0.06012341243492714,0,0,1,-30.413847215548813,0.0,0,0.0,0,0.0,1,9.53025568812012,0,19.99072586645576
8.295751775061987,-0.01690790895433056,0.5740248790455653,-0.11185318029859426,0,0,0,-3.6913981695609017,0.0,0,0.0,0,0.0,0,,0,2.9578965333988734
7.871091914487545,0.14988436126743027,0.5384864137363774,0.42769790342952674,1,0,0,48.55763342222201,48.55763342222201,1,29.769250260591207,1,26.80664551330198,0,,1,26.4343432066157
8.300936854189052,0.03592450539211705,0.48744391269650367,-0.0019510264186501786,1,0,0,49.34072102049481,49.34072102049481,1,40.26160028812296,1,0.0,0,,1,35.4549070485936
6.013674193939018,0.03138485377913714,0.4102354211080881,0.24969102151247263,0,1,0,-20.684823901476314,0.0,0,0.0,1,23.741673987941773,1,5.496346938167701,0,31.971382179223387
7.958360923378736,0.09203415183385658,0.6420850653558197,0.13770461505659906,0,0,1,50.02142696223279,50.02142696223279,0,0.0,0,0.0,1,0.0,1,36.70110341942122
8.59282382866292,0.14891824096572293,0.47245757917568754,-0.07721612908675424,1,0,0,17.646422957484145,17.646422957484145,1,25.78211350853322,0,0.0,1,4.359594939587337,0,10.936800995015119
9.825683449215667,0.01905069086129619,0.13526884742605566,0.09892815234170872,0,0,1,56.31387888276837,56.31387888276837,0,0.0,0,0.0,1,15.933326238787469,0,73.574624904671
7.629902759898987,0.08370079099087831,0.27125016612687963,0.24112050027593465,1,1,0,21.12404558559847,21.12404558559847,1,19.443480766439865,1,3.1066971598764077,0,,1,54.62860957941574
7.310657036817493,0.10572899001983438,0.4202646796491604,0.06611295968446483,0,0,1,31.501772365097054,31.501772365097054,0,0.0,1,9.776110408657994,0,,1,47.779368457990515
7.648067252057009,0.12158633643578864,0.4995998373064888,0.314760330253185,0,0,0,56.78189768234619,56.78189768234619,0,0.0,0,0.0,0,,1,29.918070613344
9.20694232947228,0.09058649331663352,0.4409458417760167,0.28387277070073547,1,0,1,6.552565858243511,6.552565858243511,1,0.0,1,9.80569913472845,0,,1,24.93872732171684
8.561626220625651,0.05797832965500066,0.6450353263669861,0.2654046738384993,1,1,1,4.53721841574793,4.53721841574793,1,19.051879935669604,1,46.46113901115666,1,0.0,1,24.50382350948319
7.617263775856257,0.030344586761076826,0.13782370175382003,0.017261780990860565,0,0,1,35.66326587207649,35.66326587207649,0,0.0,0,0.0,1,0.0,1,50.5473180541046
8.76459417642469,0.08516863298278249,0.47297406984082563,-0.09437164060066763,1,0,0,96.2531372376299,96.2531372376299,0,0.0,0,0.0,1,8.807418786497978,1,15.556703375975419
8.306785304282844,0.015671659280863587,0.15912332393805523,-0.010445768965302984,0,0,1,7.98758085623858,7.98758085623858,0,0.0,0,0.0,1,0.0,1,16.891097806025325
9.265509489586178,-0.09528102900967643,0.571553967277467,0.13532336932000968,0,0,0,67.97914577596235,67.97914577596235,0,0.0,0,0.0,0,,1,28.64737194844874
7.427741596734911,0.10619358824946007,0.43488660568927956,0.198241608435824,1,0,0,85.16438578287946,85.16438578287946,0,0.0,1,31.195429171426404,0,,1,39.386567988431665
7.839571638742454,0.1342360904651717,0.517137595523859,-0.29088285285688054,1,1,0,20.304949743947304,20.304949743947304,1,11.00633563451635,1,0.0,1,0.0,1,19.192742364936503
7.7686810315546255,-0.06177594613251029,0.3117787263056374,0.09853962370988495,0,0,0,6.298389673325094,6.298389673325094,0,0.0,1,0.0,0,,0,-4.58943079733883
6.590133557054669,0.01941615771740375,0.6547143890652402,0.1284560605581732,0,1,1,-17.102746987833203,0.0,0,0.0,0,0.0,1,0.0,0,31.879133056274746
8.525732304771033,0.11714925566031187,0.6166759462494162,0.050042033863200726,0,0,0,25.828732830382048,25.828732830382048,0,0.0,0,0.0,0,,0,21.098444679226695
8.487160799397877,0.2034497281827019,0.5433670884819021,0.33242929102285823,0,1,0,6.59825838821331,6.59825838821331,0,0.0,0,0.0,1,2.649600007969322,0,3.615523829636743
8.205624802306707,0.08124762246052447,0.4292772405018495,0.17592041336515676,0,1,1,29.1913191659283,29.1913191659283,0,0.0,1,43.433360545595,1,6.858738991480433,1,13.7446091719824
7.9419541532873374,0.03631982352625194,0.5427771656472211,0.33583454345456143,1,0,0,64.11308638898439,64.11308638898439,0,0.0,0,0.0,0,,1,24.491598073173332
6.643092183744543,0.0690262135337096,0.33689718912202415,0.061127106336958205,0,0,1,3.625015131849093,3.625015131849093,0,0.0,0,0.0,1,3.4149272238204222,0,29.213936295817753
7.737290144958104,0.1624925851488911,0.586888905443314,0.26874594865124646,1,0,0,26.10795376798349,26.10795376798349,0,0.0,1,0.0,1,17.925067194914433,1,44.44819150604353
7.823014031820553,0.041242149252527886,0.7139169430918273,0.39431195101495353,0,0,0,-31.808673638023137,0.0,0,0.0,0,0.0,1,5.552872846984785,0,29.54748689637404
7.3174950038562185,0.03204847960098479,0.6212976895966698,0.336104820869079,0,0,0,24.497404859364217,24.497404859364217,1,0.5752578105609887,0,0.0,1,6.993252672959375,0,-9.08710057964522
8.02258571716739,0.05103538866907806,0.3332636048308145,-0.09658548681717194,0,1,1,32.95222367349626,32.95222367349626,0,0.0,1,0.0,1,1.6320151701068433,0,19.393217942002106
8.644455942495991,0.022800283504477263,0.5078267707636965,0.05433830604237143,0,1,1,23.680256828138234,23.680256828138234,1,29.461185079478064,0,0.0,1,2.288793701118355,0,33.9364951521591
10.274804491331583,0.08736021895968774,0.24309735299861637,0.03787035301903665,0,1,1,45.80727783666436,45.80727783666436,1,37.89125306753845,0,0.0,1,2.4384890764241307,1,55.72404847010151
8.392035594115022,0.17748070750817363,0.5415824497881081,0.18806581631373898,1,1,0,31.483434136704023,31.483434136704023,1,52.58823381806875,0,0.0,1,10.321205730484635,1,41.901131068463805
8.48330542979504,0.09938475638696175,0.5220965460580063,0.22354363990261594,0,1,0,46.458245902430335,46.458245902430335,0,0.0,0,0.0,1,2.5643792277977444,0,53.07705052126785
8.118109492657215,0.06485878987242275,0.15082938567485377,-0.051000681324632535,1,0,0,35.55010992662254,35.55010992662254,1,13.17602919723846,1,4.854761226546836,0,,0,29.583575796476723
6.089351663171053,0.06249132386506735,0.2641145849740218,0.1122109325050488,0,0,0,28.87061712573672,28.87061712573672,0,0.0,0,0.0,0,,0,35.221847235706846
8.17083473700586,-0.013791448521799421,0.40469777652099725,-0.26358691978810456,1,1,0,18.818517055084666,18.818517055084666,1,29.77649503550305,1,4.4975031010253685,1,0.0,0,10.514933777250844
8.266253230935128,0.13298658662882953,0.40186244045746783,0.35955010104434015,0,1,1,73.87180637027124,73.87180637027124,0,0.0,0,0.0,1,26.867382355543214,0,11.242509752041617
10.909566323733815,0.07532976817923188,0.2564836903329911,0.007772636678195166,1,0,0,72.72996364036793,72.72996364036793,0,0.0,1,15.012015162330195,1,0.17796816141282257,0,6.460473905608282
7.988402938740765,0.06917120518456246,0.5122365966963494,0.11005550917200946,0,1,0,29.08655890538769,29.08655890538769,0,0.0,1,16.31978392963654,0,,1,33.188829839909026
8.531702076566972,0.27158645407069165,0.49023577743048197,0.044263051482148985,1,1,1,94.03493815731129,94.03493815731129,0,0.0,1,26.175243651194176,1,11.98682450769455,1,38.29458528924346
8.161817053324231,0.09792517450194117,0.4189169388834369,0.3062849635024147,1,0,1,47.56987703702539,47.56987703702539,0,0.0,1,12.244294241907017,1,0.786367919933106,1,8.766874357021997
6.914454158618514,0.034892536994288945,0.3290733599746619,-0.4107511594515282,0,0,0,46.912636846712694,46.912636846712694,1,32.79898530527532,0,0.0,0,,1,12.322856005643638
9.457105095966522,0.054418544227667405,0.6177931402266501,0.09701013838133639,0,1,0,44.52322461525635,44.52322461525635,0,0.0,1,0.0,1,0.0,0,7.872770904681302
9.027126335955451,0.1489067425518053,0.7148651380941273,0.08095262365041439,0,0,0,-20.082229326424297,0.0,0,0.0,0,0.0,0,,0,26.879109982915708
9.07013514174735,0.08679622463226587,0.37263016258455406,0.01834545023349711,1,1,0,74.12161759669627,74.12161759669627,1,30.684792735054724,1,11.528112813151326,1,7.319871627348544,1,32.9721047376895
7.199673799725787,-0.006296678699041991,0.3520532932552287,0.4107207782144139,0,0,1,25.033785602930045,25.033785602930045,1,20.072374129748894,0,0.0,0,,1,30.52152646116617
9.743073742029708,0.1351537360745122,0.5285932264659194,-0.05971930259403879,0,1,0,38.68936797966632,38.68936797966632,1,17.223181327051197,1,23.64032719091646,1,7.740844990662086,0,2.6373335819095693
6.65796383092849,0.03991135486766036,0.3927152992404822,0.238923311902419,0,1,1,26.079440176470122,26.079440176470122,0,0.0,0,0.0,1,0.0,0,17.385126827543473
8.845542803180297,0.19239786657305274,0.42769644789388256,0.16412550196709505,0,0,1,39.33802330009517,39.33802330009517,0,0.0,0,0.0,1,1.550242988834797,1,58.982866026854595
10.609501188390976,0.1448028839428789,0.5683445042759474,0.3270734654563928,1,1,1,59.01651568139805,59.01651568139805,1,26.305449059798942,1,16.24790405412777,1,3.2454510710660527,1,37.68417195492079
7.110410042356242,0.05316068626047493,0.14450302599883313,-0.02009403525995096,0,0,0,12.148803063513988,12.148803063513988,1,9.201071026618656,0,0.0,0,,0,-2.447672727960409
7.57707249743695,0.15686098170410678,0.6609283719764271,-0.03193440184227661,0,1,0,58.208637674942906,58.208637674942906,0,0.0,0,0.0,1,0.0,0,-2.2976738311559934
8.309616501596405,0.0840713306316442,0.46162888389269463,0.2972925833459317,1,1,1,30.03826138231633,30.03826138231633,0,0.0,1,23.40699270346836,1,1.8934278205393,1,42.52477709978668
7.64617678047218,0.13116642050733318,0.3841610968700512,0.1765578354994199,0,1,0,24.594135298404506,24.594135298404506,1,14.444951884303155,0,0.0,0,,0,18.346983939898465
6.494270225827253,0.10908396903766848,0.43572253532456817,-0.17808872240181653,1,1,0,-9.853898461693237,0.0,1,16.476570025106746,1,27.671338205806112,1,11.582743930023398,1,30.613199430462295
8.27541927228663,0.02921860070054759,0.443988696803283,0.0029250973966113425,0,0,0,29.365015573635194,29.365015573635194,0,0.0,1,30.233352255446665,1,0.0,0,4.447614650022556
7.031465914901284,0.04138701006095229,0.17300779144881195,0.16954887769265098,0,1,0,34.21125397274346,34.21125397274346,1,13.347029219522886,0,0.0,0,,0,28.069719511813656
8.7209516736987,0.14179764905486966,0.6891901163925178,0.25079755987838603,0,0,1,43.506639974770636,43.506639974770636,0,0.0,1,14.898358169533084,1,6.98444189558313,1,27.88606338329936
7.188633342342816,0.05991348007360755,0.456612101163299,-0.022261517574731896,1,0,0,-11.831417410114724,0.0,0,0.0,1,0.0,0,,1,27.098933116582106
9.904927845519293,0.0557810922054802,0.5208803408715801,-0.4245660781670494,0,0,0,-19.324011307044618,0.0,0,0.0,1,0.0,0,,1,12.527234435329683
7.338421378430138,0.022692645239038828,0.6022479632918468,0.19418017343266597,0,1,0,28.80945221140972,28.80945221140972,0,0.0,0,0.0,0,,0,25.786443008496768
7.845732332173756,0.10541594393560766,0.286614006790352,-0.11965772418991563,0,0,0,73.94838440941817,73.94838440941817,0,0.0,0,0.0,1,5.089042862915601,0,16.364571126466437
9.094868939106636,0.20375149515458868,0.5257555038456365,-0.26312098366203407,0,1,1,11.558451697946651,11.558451697946651,0,0.0,1,5.926427134480405,1,0.0,0,28.755970291781047
6.846049251922649,0.015948025144743624,0.40717742545619307,-0.4098186664971454,1,1,1,48.86227585444661,48.86227585444661,1,8.235730389650726,0,0.0,0,,1,7.365524932261998
8.450205928064541,0.08145316740036548,0.585483324034639,0.24651655483559343,0,1,0,35.72232960670015,35.72232960670015,0,0.0,0,0.0,1,0.13457806239915993,0,41.92160388876047
9.63785702971067,0.16473323332492573,0.10964361274376072,0.12315114107289399,1,1,0,63.64691468361669,63.64691468361669,1,44.58501208029782,1,21.212121516928057,1,7.045869766118484,0,47.232562509764705
6.431768441982649,0.07522151652525709,0.434144911961397,0.059381851471794714,0,1,0,4.752384597741239,4.752384597741239,0,0.0,0,0.0,0,,0,-11.849335239525548
8.403097244385535,0.10714230777498404,0.35354869507456615,0.35002438533329705,1,0,1,3.3636468426644868,3.3636468426644868,0,0.0,1,24.961343899956862,1,11.108189495083614,1,25.30008337299258
8.485871073673266,0.016256388311187225,0.5191620721014649,0.21471844294415304,0,1,0,50.06838750367734,50.06838750367734,0,0.0,0,0.0,1,0.0,1,35.431447467990424
9.060005158955041,0.10569842583245892,0.5252070699789123,0.390934007689945,0,1,1,18.364984291632165,18.364984291632165,0,0.0,0,0.0,1,7.064528390770285,1,14.691228380449317
6.839354218034109,0.06877134409972707,0.33677985682847583,-0.15069238499005935,0,0,0,-3.5637630190638525,0.0,0,0.0,0,0.0,1,3.0281754651147086,0,14.540936190202064
6.747497725607295,0.13914379974079177,0.33605218173183304,0.09378088768828657,1,1,1,58.27754107063298,58.27754107063298,0,0.0,1,19.314708298788585,1,12.463334022328347,1,43.7536936057288
8.774135722178587,0.15124316309388508,0.4322935410308273,-0.19100840749064255,0,1,0,-15.749886938418335,0.0,1,0.0,0,0.0,1,2.31837158977977,0,16.238134291991397
8.526683140556504,0.23537381852111683,0.3065372436295667,0.058711180266015905,1,1,1,12.45313852006737,12.45313852006737,1,32.684851126599995,1,26.009250515910978,1,7.94696771038131,1,50.980159628513796
8.475542135380463,0.11477799039281454,0.5847173912723403,0.05524914632199808,1,0,0,28.03074917693237,28.03074917693237,1,36.81964881025063,0,0.0,0,,0,5.829921030250437
8.581093030446672,0.09954777899492999,0.39092684792840865,0.21279045470735275,0,1,1,46.63664927639335,46.63664927639335,0,0.0,0,0.0,1,3.7257847935596407,0,-13.521954912853218
7.451972806263659,0.09166305809464016,0.05,0.10820149860554171,0,1,0,55.58357373323204,55.58357373323204,0,0.0,1,30.437903816990953,1,2.7481670469725943,0,39.73880986652546
8.455479066877103,0.0588100224313587,0.390028470940511,0.21221328489038482,0,1,0,24.233841693333158,24.233841693333158,0,0.0,0,0.0,1,0.0,0,32.54896483995657
8.522379720628548,0.10030903060770147,0.2838329886649644,0.22661922396500095,0,0,1,113.70225294673281,113.70225294673281,0,0.0,0,0.0,1,11.665183718017044,1,74.7755063134992
7.414213440170995,0.062275915391658235,0.18899586952624875,0.48788716192896553,1,0,0,32.83575467737153,32.83575467737153,1,22.440185989231317,1,27.08301056425311,0,,0,-9.181450778514268
10.252351962259231,0.09010765857617686,0.2520117378843884,0.04324660204849762,1,0,1,45.311316351808266,45.311316351808266,1,19.942704309743064,0,0.0,1,3.210956992148925,1,47.02816439636096
