firm_id,size,cash,lev,profit,collateral,bankbranch,policy_window,borrow_latent,borrow,ln_loan_amt_latent,loan_amt,ln_loan_amt,contract_latent,contract_observed,reported,green_share,green_patents
24,0.8419772788676915,0.29975073887806136,0.5142635243133088,-0.010438430101897437,0.37239704253713835,-2.542716855844778,1,-0.5220454913038751,0,2.042237424298961,0.0,,2.168883810997259,2.168883810997259,1,1.0,0
25,-1.0079941016431373,0.14844641843336037,0.27932485118553146,-1.4716328104779426,0.28877212813201936,-0.5161097488740328,0,-2.5067593287084615,0,1.832836010198056,0.0,,1.336391835989139,1.336391835989139,1,0.1491308351598096,0
26,0.6091239955017446,0.09634011428423137,0.5503448592859786,1.3640282181834849,0.5831532292566135,1.5416095004202222,1,1.9543098760910065,1,2.6892594405251873,14.720770276897058,2.6892594405251873,0.9868075514194855,,0,0.6520406480495055,2
27,0.9752138096605966,0.1992381160389081,0.6163464468217321,-0.04387627057134802,0.3742872101362327,-0.8957264303113015,0,0.6421761595684937,1,2.060625903639476,7.850882168549024,2.060625903639476,1.018543695475153,,0,0.21602411040908867,0
28,1.0599324355385327,0.2614382428971253,0.3208844290745853,0.06190274538092461,0.4365061157197929,0.5528417572020394,0,-1.3675188077629246,0,3.118455394682712,0.0,,3.1133794836041453,3.1133794836041453,1,0.21837740632282182,3
29,-0.6576604373755447,0.03722442285563529,0.15377948856549686,0.06977160801572285,0.4491136474080114,1.0568130898477284,1,-0.7652748438935306,0,2.5736128666985025,0.0,,1.97698595411108,1.97698595411108,1,0.3634088044914348,0
30,-0.3968804119804264,0.5396708885804603,0.35251480356345044,-0.777917693648761,0.5760198565162671,-0.8432330645470818,0,-1.5219922200870344,0,2.7206087136510444,0.0,,1.5328127110668393,1.5328127110668393,1,0.17545487612427466,0
31,0.7815190504297566,0.09843742728917454,0.57782379388476,0.4462701438403154,0.48510913536022293,0.15861890583162253,1,0.9996306591094126,1,2.0165384782774773,7.512275968691838,2.0165384782774773,0.08826170557483315,,0,0.3259477769863536,0
32,0.9484739173039523,0.24340027079618148,0.3819266183997054,0.1414268645783841,0.98,0.869241252384043,0,1.3926625270742088,1,3.711266249553412,40.90557040733896,3.711266249553412,0.8483858427749484,,0,0.3814797407416874,0
33,0.375391988058921,0.20721657511528815,0.44282488791312674,0.8468209855133385,0.30206634448725933,1.0693671424859268,0,-0.4084276930312545,0,1.8483066524110998,0.0,,2.315832973545227,2.315832973545227,1,1.0,0
34,0.16908877222492466,0.19090216832713808,0.4375092935753202,0.6671772619687582,0.37860468029869243,1.7787049708484055,1,0.62537492137891,1,4.189987981816302,66.02199749114797,4.189987981816302,1.5117132429121853,1.5117132429121853,1,0.25451096265071754,0
35,-0.5342556644129788,0.31865924187696304,0.569271317070016,0.02170251135864106,0.3533597773440612,-0.730702004921265,1,-0.32383488928922466,0,1.4651479610863463,0.0,,-0.2876865183079389,,0,0.33029741220921766,1
36,-0.24634188407529442,0.3296336532941871,0.6603726217640524,-0.20099996037609974,0.5000672005843387,-0.18542085211150586,1,0.5987646551547596,1,1.6617473310545314,5.268508635063225,1.6617473310545314,1.9178210600140322,1.9178210600140322,1,0.1873352854631505,0
37,1.2732101647407743,0.25519792859822227,0.5015197401513809,0.45609974971510414,0.8571889158016508,0.10984673720337843,1,0.7587205805399684,1,3.577052776219017,35.76796914250681,3.577052776219017,2.8782505099763513,2.8782505099763513,1,0.17251255141648036,0
38,-0.44396974499959563,0.30792340456265804,0.6422225301287778,0.160949387414342,0.05598117073327641,0.6466297291775233,1,0.4599936993302693,1,1.8748544158606766,6.519869861590981,1.8748544158606766,0.7289886126495583,,0,0.1661786105822045,1
39,-0.22157062929892693,0.32856132238832886,0.4223264428151429,0.9845887188575603,0.11735628411808985,0.03412140146536846,1,0.19994202008349102,1,3.0220373617549603,20.533082415142964,3.0220373617549603,1.6866344586440323,1.6866344586440323,1,0.4480284318951381,0
40,-1.400771064784887,0.153812355942963,0.5335724711562808,0.08163098000994957,0.02,0.043200544079805,0,-1.2902688523264079,0,1.4893553853647468,0.0,,-1.5869994328756423,,0,0.14119542103698013,0
41,0.2833770643059025,0.5999533177908395,0.5998838553896362,-0.5046168746802763,0.4814374079782457,1.184771939349902,0,-0.7606093710494659,0,1.7477759448070538,0.0,,1.1023765220006094,,0,0.5490543304972179,0
42,0.8731345217177316,0.22013769720067794,0.6735053002756956,-0.6512526675389797,0.5187516160889842,0.8423816082273496,1,-0.9424109923263798,0,1.6509881696684665,0.0,,1.1289703617492974,,0,0.3656636221665774,0
43,1.256512778183795,0.4134636240041518,0.20142715962093616,-0.31252078549622175,0.11889995038733603,-0.3531371864648363,1,1.3699099507980823,1,2.755406335231968,15.727430213618755,2.755406335231968,0.9015858772522978,,0,0.44857552957143404,2
44,0.8539912803180686,0.2769085473190016,0.7782338485094946,-0.8861427509160751,0.3921173475773412,-1.6600323994571853,0,-2.396063229190955,0,2.472055633924272,0.0,,1.0935522052525586,,0,0.05475528058055112,0
45,0.06693646723884175,0.2844874981715184,0.708521485149603,0.010698612953539289,0.22303699344798553,-0.2151032601651476,1,-1.9070836163284741,0,2.8201174299067824,0.0,,0.05563783527804933,,0,0.21392064447422754,0
46,-0.0898663921213306,0.16371302287140832,0.25439652397660767,0.04540205696170604,0.0454321530861731,0.6478317479570956,1,0.9474076525216866,1,3.1128797797445302,22.48570512990522,3.1128797797445302,0.6913429495404558,,0,0.3430939826399892,0
47,-0.5948598149607304,0.32561448695912004,0.42526950316467277,0.5690504514130764,0.22943010957811844,-1.2235678357060622,0,-0.890467841333449,0,2.5685482030388322,0.0,,3.2699005498341336,3.2699005498341336,1,0.0,0
48,0.015252581354340931,0.5308196377535076,0.2718007275927212,-0.6625577191288698,0.5608831093082111,-1.6004894892685608,1,-1.1290217843194237,0,1.9436083082238178,0.0,,0.6241544720817869,,0,0.2563645085160593,2
49,0.24083400933883106,0.27593771283337254,0.593277975609882,0.1265280539863196,0.15332416671872595,0.5370293901030146,1,0.700322856438732,1,2.9364694703431153,18.849181106853393,2.9364694703431153,1.7696136494022159,1.7696136494022159,1,0.21747261495540737,2
50,0.05420361461178438,0.20532560312665785,0.723362538043644,1.0471854169141501,0.02,0.014701536875716978,0,-0.32583636235479185,0,2.4193906044609594,0.0,,2.234546009294792,2.234546009294792,1,0.3888273172000134,2
51,0.3593829712532558,0.22087516982020386,0.6472739860543986,0.0978825939272854,0.49995792850979115,0.8702196939480057,0,-0.3963376768569721,0,2.753680763021347,0.0,,1.7567369536393767,1.7567369536393767,1,0.2419560634394793,2
52,-2.4253301161180136,0.26128718971273496,0.39853121763999316,-0.6425490790332938,0.05804714479761621,-1.1807224999996428,1,-3.4678263531987525,0,1.0245201302380962,0.0,,-0.22624695283786284,,0,0.05196245670887427,0
53,-0.8749577884488804,0.12723774693804937,0.4294380729767232,-0.07747013588699932,0.2346204196535705,1.294764356181147,1,-2.7738240341801133,0,1.4897403644989575,0.0,,1.558516158904056,1.558516158904056,1,0.24209159473765243,0
54,-0.7644958458183927,0.32528211695978804,0.07283119599693422,-0.13222110765222966,0.5087669284793758,-1.4417051359119353,0,-1.5469324360579693,0,1.5914958830610781,0.0,,2.22059660008252,2.22059660008252,1,0.25574886555852394,1
55,0.36684130347706645,0.379077070755128,0.27726026826908085,0.7526021519931383,0.2047435711312217,-0.5598599914522738,1,0.45236438717065414,1,1.3641492253292593,3.9123930707351633,1.3641492253292593,1.3204086188561244,1.3204086188561244,1,0.36941512124053383,0
56,-0.016935154381645667,0.12595833490196695,0.48019806338078286,0.42334027745601505,0.25197948010600824,0.6269394910686706,0,1.5829045452084856,1,2.2117273508631916,9.131476040922562,2.2117273508631916,0.8224103678700446,,0,0.36497604956175417,0
57,0.4426329577798714,0.1099811717481096,0.295681047003773,-0.3883977614236468,0.3480853233898471,0.5032333017634463,0,-0.6828684266482548,0,2.7346209440301834,0.0,,1.973998105750299,1.973998105750299,1,0.20853320197736383,2
58,1.1156745437046445,0.29421438813790063,0.2976038493276647,1.0491364429941883,0.955536291154526,1.159499852893153,1,4.151813569390103,1,3.322669528123634,27.734289289093017,3.322669528123634,1.622350420915578,1.622350420915578,1,0.44176847360148486,0
59,0.5838504369672918,0.25701193989765364,0.17080636756868367,0.05750801568197816,0.6529435849164501,0.4208378930593326,1,2.612664033070996,1,3.0043238502342584,20.17257180401514,3.0043238502342584,1.747138180373726,1.747138180373726,1,0.0,0
60,-2.4421042049672272,0.370932740588771,0.6285881619060085,0.3175968251866316,0.19941439519890158,-1.3266689736484527,0,-0.8732077206164348,0,0.8612293706312939,0.0,,0.6700457836192197,,0,0.14106305299863758,0
61,0.4005314033561695,0.2852029170212462,0.16842141383218287,-0.17543538899298997,0.4362775033617273,-1.1540255234018104,0,0.8302101129462507,1,1.8676749520894522,6.473228323088052,1.8676749520894522,1.5670483030458624,1.5670483030458624,1,0.38426360554877814,1
62,-0.28423637706882815,0.24069530103861062,0.162434523008676,-0.3192086376475184,0.7071708421756818,-0.31451915943104564,0,-0.3400063992528224,0,1.623507264545185,0.0,,0.8490667741643,,0,0.30209511681223183,0
63,-0.5716962452087828,0.24281995658008332,0.5908456991242663,0.15219036181945678,0.4391939814037683,-0.5565686617871005,1,-2.36098413417749,0,1.3255775489253003,0.0,,0.5511691644687643,,0,0.16819939167865894,1
64,-1.0948176913019971,0.16620942758720636,0.5429245628611357,-0.08873770042747399,0.02,2.0733902163773035,1,1.947472463210486,1,2.3751492289697698,10.75261766841274,2.3751492289697698,0.37792298387511836,,0,0.30846000285756137,0
65,0.15968275268810406,0.10216175471723626,0.2179651875705698,-0.25356146424223325,0.07080591600560338,-0.9707282523341103,1,-0.37016305665337024,0,2.2706433145452447,0.0,,2.288881390786269,2.288881390786269,1,0.15234258715830387,0
66,0.4429499009012799,0.47454140847477927,0.3152288488554379,-0.3512379154283375,0.23677939788976538,-1.1864986612364161,1,-0.3194607537813725,0,3.294403415199045,0.0,,2.9424178792208786,2.9424178792208786,1,0.11813405398376896,0
67,-0.743289190130871,0.17962021009761545,0.30904919409150206,0.9746520088987125,0.2993778834028936,-1.1420642448047813,1,-1.1181261686118118,0,1.7670990654987584,0.0,,0.48833350304003853,,0,0.16964381358513017,0
68,1.8292779021642824,0.4356001828500933,0.42885159119986127,1.630998742655706,0.7919796306480635,-0.32710240253687745,1,1.5966405418043181,1,4.004998876485282,54.87176274980241,4.004998876485282,2.122215550510545,2.122215550510545,1,0.5216502332852988,4
69,1.4527415059720312,0.26153268187649664,0.3652917992508518,-0.06892241241616656,0.7682172091246057,-0.6898292198656947,1,0.6587143761094294,1,3.0416575516005837,20.93992348869234,3.0416575516005837,0.5586666136232044,,0,0.23938775800180778,0
70,-0.8524568172354628,0.20494974361546356,0.4764779100064167,0.09952127420094017,0.7864710533717696,1.3771458171460051,1,1.756237491334335,1,1.7548954650657576,5.782843201225737,1.7548954650657576,1.8045851962150754,1.8045851962150754,1,0.3543937884468271,0
71,-1.2161837658405297,0.051119749458358316,0.40886087143120253,-0.6350771751505689,0.27311926289490074,0.4610787651082043,1,0.6623720422101698,1,1.3169284305292743,3.7319408391037925,1.3169284305292743,0.7228867985494685,,0,0.0858867033075154,0
72,-1.2215122172020907,0.23861002927838515,0.2562038259187573,-0.2534814111561571,0.3229983975044469,0.07497874751399405,0,-1.8860352065761665,0,0.6782655523002995,0.0,,1.3489134171110793,1.3489134171110793,1,0.3447965061639867,0
73,-0.836092563113859,0.3584769844940862,0.43581877326892365,-0.57512243513076,0.29911623828908324,0.00346266986697766,0,-0.8856368272593689,0,1.56350673644318,0.0,,0.23809790012293863,,0,0.18741137277709452,0
74,-0.7071084265088248,0.26736624698757444,0.2738020553535492,-0.7309168943236559,0.3566736645334503,0.6498414391782508,1,-0.5357769444038252,0,1.6747200641510798,0.0,,0.4590504059578273,,0,0.1938256435551989,0
75,0.3040083316795227,0.2450956714878872,0.12043015813499428,-0.061530015119684256,0.3141073447384742,1.465583570089736,1,0.3710654581524885,1,2.305824861509812,10.032450222378664,2.305824861509812,1.3276594707535054,1.3276594707535054,1,0.5688407335434394,0
76,-0.02219261097537134,0.16782409032802412,0.3656455871359711,0.4135971042732106,0.2134569685714289,1.003249758288781,1,0.009830044405805372,1,2.1901255018921364,8.936334571222272,2.1901255018921364,1.8873842586046456,1.8873842586046456,1,0.30681621175403717,2
77,1.1433980125949177,0.3453061941509937,0.48547953914087855,0.252074087766809,0.5724466072582098,0.33652171247257523,0,0.2671756201110863,1,2.7506541343392525,15.652867614266189,2.7506541343392525,2.3950781452566154,2.3950781452566154,1,0.29036379661819145,2
78,-2.229524531630973,0.3007858975685557,0.2010912540286023,0.26339944975512397,0.02,-0.3883037755119156,0,0.2386592925108575,1,1.0646862533325447,2.8999289982555325,1.0646862533325447,-0.22336594287539252,,0,0.12115321604204601,0
79,1.9421258834416069,0.42651108187235737,0.3045291907759842,0.09306406465824459,0.7646839001753523,-0.10242170765775584,0,0.1408332518147657,1,3.96025635142428,52.47077518311152,3.96025635142428,2.706065763810955,2.706065763810955,1,0.2638635369874025,0
80,-0.10213720110467946,0.21486723182918488,0.2650158040217681,-0.09344798590366932,0.5845703470614727,1.9183739956447807,1,-0.20370207671593454,0,2.676060958205095,0.0,,1.5854290803630546,1.5854290803630546,1,0.5208409227815141,0
81,2.1129083627177425,0.09109783810522198,0.17418656494917933,0.8574215454437573,0.98,-1.3707758116046607,0,1.4066421467731933,1,4.148116563857287,63.314638849402805,4.148116563857287,2.959366511701686,2.959366511701686,1,0.4767473381563516,3
82,-0.7753924274148909,0.46010253090812786,0.15576857978144656,-0.4252842849493799,0.6012114200871299,-0.4771643463586984,0,-0.49965533611258184,0,1.3105552642967893,0.0,,2.2501532151538814,2.2501532151538814,1,0.17067499327613447,0
83,-0.09688974593724152,0.186219610468418,0.5266523851676206,0.19523612652961034,0.2574513147170376,0.5518412829125777,1,-0.616929223558542,0,3.019926388442712,0.0,,1.929970738290964,1.929970738290964,1,0.3356944513150087,0
84,0.5413157174206618,0.40316931182215615,0.4847790424945338,0.5558315065112457,0.44119500818708296,0.14106770554235426,1,0.012228944039803014,1,2.1151600612579173,8.29091271383819,2.1151600612579173,1.9552478442481216,1.9552478442481216,1,0.33025660087112585,1
85,-3.0361139955225767,0.4318545805619039,0.36134212839655383,0.07321663696098325,0.02,1.4797904033239417,1,-0.8626512062732477,0,0.9222194151392634,0.0,,-1.9659682265197702,,0,0.1532318392147186,0
86,-0.9781098652214482,0.16685331741467502,0.4841421886744949,-0.31809643147364053,0.4462441191452119,1.86891659271397,1,-0.7646580866273034,0,1.4895598875528095,0.0,,1.473849413563458,1.473849413563458,1,0.1408537356559849,0
87,0.08636131881668185,0.31306388986788963,0.48936172048386123,-0.857780671309485,0.6193278499551381,0.15848316030701476,0,-1.359419368234156,0,1.6558721384793196,0.0,,3.2300791879005084,3.2300791879005084,1,0.06526530516763537,0
88,0.33697467913973156,0.2296521663700365,0.24923237063496237,0.6698087854701033,0.39628680465432614,-0.5250661919283842,1,-0.02444245269053613,0,2.755752518790296,0.0,,2.578420406661236,2.578420406661236,1,0.3557334869805215,2
89,1.2359862373101855,0.27050900444625636,0.1692610480230952,0.8110962521715326,0.6030690495434764,-0.6533620702389957,0,-0.3149438476037033,0,2.734282571345461,0.0,,1.3262952663685166,1.3262952663685166,1,0.579952866948602,0
90,0.4345720021016856,0.02791365731247974,0.5016968638055036,0.03984108446328848,0.98,-0.8042839736523234,0,1.1721410551560645,1,3.708762966313099,40.8033002375096,3.708762966313099,1.3803817698464758,1.3803817698464758,1,0.31199492720379973,2
91,1.321194216225778,0.5117442760769632,0.520055862894051,0.6250522626774484,0.4963634714800348,1.8482603624232474,0,2.3975621463402326,1,3.971353246276049,53.05628049525082,3.971353246276049,3.4144463418265314,3.4144463418265314,1,0.6014296555475881,1
92,-0.30235302383313534,0.2569260166134473,0.45176769106353115,-0.21269241316845067,0.11992099154676406,0.626466414916268,1,0.1623324409399286,1,1.910061670416346,6.753505277171187,1.910061670416346,0.8988262606669538,,0,0.3357472745688849,0
93,0.5674377826361349,0.5959348155648865,0.24121778775795535,-1.4289967600818327,0.7712778898347585,-0.40052148626500117,0,0.8627132703696067,1,1.922059890866846,6.835023380462517,1.922059890866846,1.2786885442488574,1.2786885442488574,1,0.0,1
94,0.0901219942676309,0.49402959036073796,0.18730811357095836,0.5504849437847646,0.4635353834851178,0.01993429539726968,1,2.4977962859967144,1,2.3520539046630335,10.507128217245159,2.3520539046630335,2.6319181304785166,2.6319181304785166,1,0.661830115324656,2
95,1.6726151763676282,0.3278054001717306,0.2086615091424323,-1.0342668549228045,0.6012872328531923,0.4195230578831373,0,-1.0980646266218916,0,3.098092148334853,0.0,,2.4558167496266314,2.4558167496266314,1,0.5091065398314791,0
96,0.17088339694495555,0.12380782608952676,0.5397590152503442,-0.44114712013762447,0.9035299235085884,0.35701216625566723,0,0.09894925764720952,1,2.9734688323552265,19.559651204271656,2.9734688323552265,0.5187403390387384,,0,0.2184356138115596,0
97,0.8864934772092781,0.16561014550078498,0.312677933034991,-0.4672098450244534,0.98,0.3995540251815991,0,1.4669915319588456,1,4.605243271023289,100.00730877059738,4.605243271023289,2.1905269722655443,2.1905269722655443,1,0.19295063901342355,2
98,0.8229819615656733,0.10529999178910732,0.13252835417090414,0.34165378624354814,0.7104106222327553,0.5125149604436524,1,1.7639505096579373,1,3.1732518490238246,23.885028714131927,3.1732518490238246,2.7566856783139784,2.7566856783139784,1,0.16369185429695698,1
99,-0.06717849760698234,0.5753506212639453,0.34701436737232016,1.004787375252173,0.3910974850076988,-0.09388270161345663,1,-0.444766722778259,0,2.089643840632533,0.0,,1.984805264912921,1.984805264912921,1,0.4881857290917763,0
100,0.23097018876057335,0.11156349115334127,0.3253027202225687,-0.3092706763079926,0.6235420801034384,0.13460795828395875,0,-0.91298605511871,0,2.4240586451840263,0.0,,1.1101020719290267,,0,0.34594757667143206,1
101,1.5458184118878582,0.28234346216063283,0.08105524168075998,0.03371798378872843,0.731913568750312,0.25441707688287296,1,2.331394423181927,1,3.6466775142006,38.34704664168014,3.6466775142006,3.336257269258704,3.336257269258704,1,0.4315136443581837,3
102,0.07104415173673358,0.10234193717868727,0.4528358347795952,-0.43658421303003153,0.7442781656843303,-1.5523848985220061,0,-0.8120271253316934,0,2.650467611997848,0.0,,0.3832529266380671,,0,0.13003832254417122,0
103,1.9645834693713156,0.29472444525653124,0.043471995249778524,-0.5754078969584917,0.6502050695511273,1.336816271716584,1,2.289757812942466,1,3.4254145275592873,30.735382874436436,3.4254145275592873,1.5633223508699752,1.5633223508699752,1,0.7016041186548436,0
104,0.5726333274981583,0.03942837398999545,0.39674776662923494,-0.6694108676496524,0.3312863940819032,-0.7070605736249657,1,-1.262914016774296,0,3.024650345271029,0.0,,3.0294647820225857,3.0294647820225857,1,0.10676612954892088,0
105,-0.9523434854926397,0.20602853275211705,0.22950408045520423,0.11043357856718236,0.28907499978034,-1.2160947677156997,0,-2.7683270336412438,0,1.8920004253682272,0.0,,2.338686653560889,2.338686653560889,1,1.0,0
106,0.7015472882091038,0.2660109151448545,0.47678295770293627,-0.5822135412361336,0.5466779149934171,-0.5363816103941003,1,0.2933326320244322,1,3.23986165791339,25.530189603333792,3.23986165791339,2.0392477655748342,2.0392477655748342,1,0.2602697121374694,0
107,-0.06790044078936608,0.410821618607472,0.2659000044242744,1.2618751462854636,0.14665257748057992,-2.2731553916924465,0,-2.1833405183935914,0,2.580295954528742,0.0,,2.121694391120554,2.121694391120554,1,0.21965350105549755,0
108,-0.38514790776856883,0.4749172103953947,0.2943791929941778,0.263524807147158,0.5228378065362319,-1.0358075854871958,1,-0.16689051999556886,0,2.5590857531604887,0.0,,1.1851795668602207,,0,0.18799666290790779,3
109,-0.05164787171305322,0.3521909380964575,0.17113070760835297,-0.25355314579050636,0.7441374450998934,-0.9572403424986343,1,0.896136592592224,1,2.167722388585996,8.738358772665103,2.167722388585996,2.580269351181089,2.580269351181089,1,0.2945827358574986,0
110,0.2242618553986439,0.32227895127663325,0.38824501503952535,0.17663452320899278,0.18038883564524127,0.7615774427105435,1,-0.1603461569883543,0,3.7530204186323797,0.0,,2.316222396695068,2.316222396695068,1,0.0,1
111,-1.7377105492757798,0.5105278553372884,0.7455436629981819,-0.5291806439506497,0.02,2.338971108431607,1,-1.7135765900795492,0,0.8042897567134367,0.0,,-0.0007157019495735994,,0,0.4216196613580196,0
112,-1.4780390845755527,0.17965224128981014,0.27811717927896373,-0.4764391524464177,0.09484701171870588,0.36888910292746957,0,-0.823777421443008,0,1.2045654996649175,0.0,,-0.3047272324821224,,0,0.05658008443267356,0
113,0.1955552712055289,0.2039341079243582,0.12314211129674614,0.7100132361228494,0.3307359533695866,-2.295255264966253,0,-0.6352128115640713,0,2.767912375658211,0.0,,1.652826614806882,1.652826614806882,1,1.0,0
114,0.7270517052256339,0.1759493883254774,0.2802119358260956,0.43538486377135655,0.5760181614446135,0.37333928560965346,0,0.6272670635163068,1,3.208815785020389,24.749759827306143,3.208815785020389,1.3853924234756794,1.3853924234756794,1,0.3473513284511523,0
115,0.11345933534469774,0.33562130994403816,0.2289170146400722,-0.01738788867672022,0.430159497332417,0.19670031044528727,1,0.2796815727991445,1,2.0060781424563308,7.434104601437063,2.0060781424563308,1.117453053969257,,0,0.20018334762404752,0
116,0.17340562868639645,0.46773327128543624,0.32411046832254403,0.1729693218756789,0.21478482447785796,0.47921965000214517,1,0.07974553664539075,1,2.1459539080804158,8.55019344706481,2.1459539080804158,2.2240839957931713,2.2240839957931713,1,0.4057783125214889,0
117,0.8212594547725521,0.4601170959590472,0.3407578696946117,0.17691987527283579,0.9367006250627923,0.8759272190948675,1,0.9597468912673551,1,2.623377624547659,13.782196141481144,2.623377624547659,3.401235858224573,3.401235858224573,1,0.26619980702793794,1
118,0.07170914676958864,0.15888142231422053,0.36342829860258846,-0.3510972848106401,0.5845172150604131,-0.3915002061195707,0,-0.26383668717380004,0,2.2667959369221586,0.0,,0.6648608857038547,,0,0.1732244543379259,0
119,0.2571201949365558,0.24728943487817956,0.5224523217690508,-0.7599367230955348,0.8101714216600135,-1.3028982749777562,0,-1.6851687768417989,0,2.7602190100546165,0.0,,2.5711139493929993,2.5711139493929993,1,0.384670037209078,0
